trade_type,dms_orig,dms_dest,dms_mode,sctg2,fr_orig,fr_dest,fr_inmode,fr_outmode,tons_2024,current_value_2024
Domestic flows,Fresno CA,Honolulu HI,Multiple modes & mail,Fertilizers,,,,,2370.379,3376410
Domestic flows,Honolulu HI,Honolulu HI,Truck,Fertilizers,,,,,593605.624,47111423
Domestic flows,Rest of HI,Honolulu HI,Air (include truck-air),Fertilizers,,,,,0.082,210
Domestic flows,Rest of HI,Rest of HI,Truck,Fertilizers,,,,,31669.558,35349909
Domestic flows,Rest of IN,Rest of HI,Multiple modes & mail,Fertilizers,,,,,887.553,128490
Domestic flows,Rest of MI,Rest of HI,Multiple modes & mail,Fertilizers,,,,,50.296,451280
Domestic flows,Charleston SC,Honolulu HI,Air (include truck-air),Fertilizers,,,,,0.061,168
Domestic flows,Alaska,Honolulu HI,Air (include truck-air),Chemical prods.,,,,,0.046,125
Domestic flows,Alaska,Rest of HI,Air (include truck-air),Chemical prods.,,,,,0.054,126
Domestic flows,Phoenix AZ,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,589.58,99263
Domestic flows,Tucson AZ,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,0.636,429967
Domestic flows,Tucson AZ,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.046,2624
Domestic flows,Los Angeles CA,Honolulu HI,Air (include truck-air),Chemical prods.,,,,,2913.118,35439706
Domestic flows,Los Angeles CA,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,4001.437,59423784
Domestic flows,Los Angeles CA,Rest of HI,Air (include truck-air),Chemical prods.,,,,,7.14,2958773
Domestic flows,Los Angeles CA,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,14485.887,390741699
Domestic flows,San Diego CA,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.101,78557
Domestic flows,San Francisco CA,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,7969.294,11987814
Domestic flows,San Francisco CA,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,9584.288,15937156
Domestic flows,Rest of CA,Honolulu HI,Air (include truck-air),Chemical prods.,,,,,0.57,265
Domestic flows,Denver CO,Rest of HI,Air (include truck-air),Chemical prods.,,,,,0.046,655
Domestic flows,Rest of CO,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,2.361,1487007
Domestic flows,Rest of CO,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,400.171,67374
Domestic flows,Hartford CT,Honolulu HI,Air (include truck-air),Chemical prods.,,,,,38.918,5270
Domestic flows,Philadelphia PA-NJ-DE-MD (DE Part),Honolulu HI,Air (include truck-air),Chemical prods.,,,,,0.134,106668
Domestic flows,Rest of FL,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.046,3198
Domestic flows,Atlanta GA,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,2.066,348
Domestic flows,Honolulu HI,Rest of AL,Multiple modes & mail,Chemical prods.,,,,,0.084,123
Domestic flows,Honolulu HI,Alaska,Multiple modes & mail,Chemical prods.,,,,,0.132,83571
Domestic flows,Honolulu HI,Phoenix AZ,Multiple modes & mail,Chemical prods.,,,,,0.101,76307
Domestic flows,Honolulu HI,Rest of AZ,Multiple modes & mail,Chemical prods.,,,,,0.222,152067
Domestic flows,Honolulu HI,Los Angeles CA,Multiple modes & mail,Chemical prods.,,,,,57.965,4832183
Domestic flows,Honolulu HI,Sacramento CA,Multiple modes & mail,Chemical prods.,,,,,0.633,411256
Domestic flows,Honolulu HI,San Diego CA,Multiple modes & mail,Chemical prods.,,,,,0.698,503070
Domestic flows,Honolulu HI,San Francisco CA,Multiple modes & mail,Chemical prods.,,,,,0.661,498100
Domestic flows,Honolulu HI,Fresno CA,Air (include truck-air),Chemical prods.,,,,,0.046,502
Domestic flows,Honolulu HI,Denver CO,Multiple modes & mail,Chemical prods.,,,,,0.077,60820
Domestic flows,Honolulu HI,Rest of CO,Multiple modes & mail,Chemical prods.,,,,,0.101,62778
Domestic flows,Honolulu HI,New York NY-NJ-CT-PA (CT Part),Air (include truck-air),Chemical prods.,,,,,31.8,23758095
Domestic flows,Honolulu HI,New York NY-NJ-CT-PA (CT Part),Multiple modes & mail,Chemical prods.,,,,,0.077,61193
Domestic flows,Honolulu HI,Rest of CT,Multiple modes & mail,Chemical prods.,,,,,1.813,1198581
Domestic flows,Honolulu HI,Honolulu HI,Truck,Chemical prods.,,,,,30321.005,227238482
Domestic flows,Honolulu HI,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,4257.404,33709682
Domestic flows,Honolulu HI,Rest of HI,Water,Chemical prods.,,,,,372.164,10945274
Domestic flows,Honolulu HI,Rest of HI,Air (include truck-air),Chemical prods.,,,,,2611.652,38152456
Domestic flows,Honolulu HI,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,5231.238,45876670
Domestic flows,Honolulu HI,Idaho,Multiple modes & mail,Chemical prods.,,,,,0.077,49060
Domestic flows,Honolulu HI,Chicago IL-IN-WI (IL Part),Multiple modes & mail,Chemical prods.,,,,,2.351,1508491
Domestic flows,Honolulu HI,Indianapolis IN,Air (include truck-air),Chemical prods.,,,,,0.077,53972
Domestic flows,Honolulu HI,Kansas City MO-KS (KS Part),Multiple modes & mail,Chemical prods.,,,,,0.046,133
Domestic flows,Honolulu HI,Wichita KS,Multiple modes & mail,Chemical prods.,,,,,0.046,123
Domestic flows,Honolulu HI,Boston MA-RI-NH-CT (MA Part),Multiple modes & mail,Chemical prods.,,,,,0.077,54683
Domestic flows,Honolulu HI,Minneapolis-St. Paul MN-WI (MN Part),Multiple modes & mail,Chemical prods.,,,,,0.046,1023
Domestic flows,Honolulu HI,Montana,Multiple modes & mail,Chemical prods.,,,,,0.061,678
Domestic flows,Honolulu HI,Las Vegas NV-AZ (NV Part),Multiple modes & mail,Chemical prods.,,,,,0.112,68909
Domestic flows,Honolulu HI,Rest of NV,Multiple modes & mail,Chemical prods.,,,,,0.101,66662
Domestic flows,Honolulu HI,Rest of NH,Multiple modes & mail,Chemical prods.,,,,,0.051,28671
Domestic flows,Honolulu HI,New York NY-NJ-CT-PA (NJ Part),Multiple modes & mail,Chemical prods.,,,,,0.046,4563
Domestic flows,Honolulu HI,New Mexico,Multiple modes & mail,Chemical prods.,,,,,0.06,41256
Domestic flows,Honolulu HI,Albany NY  CFS Area,Multiple modes & mail,Chemical prods.,,,,,0.374,290905
Domestic flows,Honolulu HI,New York NY-NJ-CT-PA (NY Part),Multiple modes & mail,Chemical prods.,,,,,0.633,453293
Domestic flows,Honolulu HI,Rest of NY,Multiple modes & mail,Chemical prods.,,,,,0.633,394394
Domestic flows,Honolulu HI,Rest of OR,Multiple modes & mail,Chemical prods.,,,,,0.673,473896
Domestic flows,Honolulu HI,Pittsburgh PA-OH-WV (PA Part),Multiple modes & mail,Chemical prods.,,,,,0.288,181072
Domestic flows,Honolulu HI,Rest of PA,Multiple modes & mail,Chemical prods.,,,,,0.167,103236
Domestic flows,Honolulu HI,Charleston SC,Multiple modes & mail,Chemical prods.,,,,,0.675,467587
Domestic flows,Honolulu HI,Dallas-Fort Worth TX-OK (TX Part),Multiple modes & mail,Chemical prods.,,,,,6.739,4383589
Domestic flows,Honolulu HI,San Antonio TX,Multiple modes & mail,Chemical prods.,,,,,0.046,6930
Domestic flows,Honolulu HI,Rest of TX,Multiple modes & mail,Chemical prods.,,,,,0.101,64201
Domestic flows,Honolulu HI,Salt Lake City UT,Multiple modes & mail,Chemical prods.,,,,,1.391,924968
Domestic flows,Honolulu HI,Vermont,Multiple modes & mail,Chemical prods.,,,,,0.413,76733
Domestic flows,Honolulu HI,Richmond VA,Air (include truck-air),Chemical prods.,,,,,0.158,126
Domestic flows,Honolulu HI,Seattle WA,Multiple modes & mail,Chemical prods.,,,,,0.046,123
Domestic flows,Honolulu HI,Rest of WI,Multiple modes & mail,Chemical prods.,,,,,1.07,830512
Domestic flows,Rest of HI,Birmingham AL,Multiple modes & mail,Chemical prods.,,,,,0.048,355
Domestic flows,Rest of HI,Alaska,Air (include truck-air),Chemical prods.,,,,,0.046,585
Domestic flows,Rest of HI,Alaska,Multiple modes & mail,Chemical prods.,,,,,0.046,563
Domestic flows,Rest of HI,Phoenix AZ,Air (include truck-air),Chemical prods.,,,,,171.512,1195679
Domestic flows,Rest of HI,Phoenix AZ,Multiple modes & mail,Chemical prods.,,,,,0.046,132
Domestic flows,Rest of HI,Tucson AZ,Multiple modes & mail,Chemical prods.,,,,,0.458,1235
Domestic flows,Rest of HI,Rest of AZ,Air (include truck-air),Chemical prods.,,,,,0.052,939
Domestic flows,Rest of HI,Los Angeles CA,Air (include truck-air),Chemical prods.,,,,,0.052,127
Domestic flows,Rest of HI,Los Angeles CA,Multiple modes & mail,Chemical prods.,,,,,0.046,123
Domestic flows,Rest of HI,Sacramento CA,Air (include truck-air),Chemical prods.,,,,,0.072,250
Domestic flows,Rest of HI,Sacramento CA,Multiple modes & mail,Chemical prods.,,,,,0.061,139
Domestic flows,Rest of HI,San Diego CA,Air (include truck-air),Chemical prods.,,,,,0.046,162
Domestic flows,Rest of HI,San Diego CA,Multiple modes & mail,Chemical prods.,,,,,0.046,155
Domestic flows,Rest of HI,San Francisco CA,Air (include truck-air),Chemical prods.,,,,,0.052,127
Domestic flows,Rest of HI,San Francisco CA,Multiple modes & mail,Chemical prods.,,,,,0.046,123
Domestic flows,Rest of HI,Fresno CA,Multiple modes & mail,Chemical prods.,,,,,0.056,39795
Domestic flows,Rest of HI,Rest of CA,Air (include truck-air),Chemical prods.,,,,,0.046,1285
Domestic flows,Rest of HI,Rest of CA,Multiple modes & mail,Chemical prods.,,,,,0.046,133
Domestic flows,Rest of HI,Denver CO,Air (include truck-air),Chemical prods.,,,,,0.046,1987
Domestic flows,Rest of HI,Denver CO,Multiple modes & mail,Chemical prods.,,,,,0.046,151
Domestic flows,Rest of HI,Rest of CO,Air (include truck-air),Chemical prods.,,,,,0.17,121935
Domestic flows,Rest of HI,Rest of CO,Multiple modes & mail,Chemical prods.,,,,,0.046,10286
Domestic flows,Rest of HI,New York NY-NJ-CT-PA (CT Part),Air (include truck-air),Chemical prods.,,,,,0.291,1109
Domestic flows,Rest of HI,Miami FL,Multiple modes & mail,Chemical prods.,,,,,0.046,123
Domestic flows,Rest of HI,Orlando FL,Multiple modes & mail,Chemical prods.,,,,,0.3,200044
Domestic flows,Rest of HI,Rest of FL,Air (include truck-air),Chemical prods.,,,,,0.046,128
Domestic flows,Rest of HI,Rest of FL,Multiple modes & mail,Chemical prods.,,,,,0.046,125
Domestic flows,Rest of HI,Atlanta GA,Multiple modes & mail,Chemical prods.,,,,,0.113,306
Domestic flows,Rest of HI,Savannah GA,Multiple modes & mail,Chemical prods.,,,,,0.046,16844
Domestic flows,Rest of HI,Rest of GA,Air (include truck-air),Chemical prods.,,,,,0.046,337
Domestic flows,Rest of HI,Honolulu HI,Air (include truck-air),Chemical prods.,,,,,19.017,2512769
Domestic flows,Rest of HI,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,29.957,3688962
Domestic flows,Rest of HI,Rest of HI,Truck,Chemical prods.,,,,,12140.203,45423013
Domestic flows,Rest of HI,Rest of HI,Water,Chemical prods.,,,,,108.119,1237977
Domestic flows,Rest of HI,Rest of HI,Air (include truck-air),Chemical prods.,,,,,28.739,3794681
Domestic flows,Rest of HI,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,3652.649,28131183
Domestic flows,Rest of HI,Idaho,Multiple modes & mail,Chemical prods.,,,,,0.046,123
Domestic flows,Rest of HI,Chicago IL-IN-WI (IL Part),Air (include truck-air),Chemical prods.,,,,,0.046,284
Domestic flows,Rest of HI,Chicago IL-IN-WI (IL Part),Multiple modes & mail,Chemical prods.,,,,,0.046,149
Domestic flows,Rest of HI,Rest of IL,Multiple modes & mail,Chemical prods.,,,,,0.046,123
Domestic flows,Rest of HI,Indianapolis IN,Multiple modes & mail,Chemical prods.,,,,,0.054,123
Domestic flows,Rest of HI,Rest of IN,Air (include truck-air),Chemical prods.,,,,,0.132,328
Domestic flows,Rest of HI,Rest of IN,Multiple modes & mail,Chemical prods.,,,,,0.11,550
Domestic flows,Rest of HI,Iowa,Air (include truck-air),Chemical prods.,,,,,0.046,123
Domestic flows,Rest of HI,Iowa,Multiple modes & mail,Chemical prods.,,,,,0.046,123
Domestic flows,Rest of HI,Kansas City MO-KS (KS Part),Multiple modes & mail,Chemical prods.,,,,,0.049,130
Domestic flows,Rest of HI,New Orleans LA-MS (LA Part),Air (include truck-air),Chemical prods.,,,,,0.248,1039
Domestic flows,Rest of HI,New Orleans LA-MS (LA Part),Multiple modes & mail,Chemical prods.,,,,,0.209,196
Domestic flows,Rest of HI,Maine,Multiple modes & mail,Chemical prods.,,,,,0.046,860
Domestic flows,Rest of HI,Washington DC-VA-MD-WV (MD Part),Multiple modes & mail,Chemical prods.,,,,,0.049,986
Domestic flows,Rest of HI,Boston MA-RI-NH-CT (MA Part),Air (include truck-air),Chemical prods.,,,,,0.068,450
Domestic flows,Rest of HI,Boston MA-RI-NH-CT (MA Part),Multiple modes & mail,Chemical prods.,,,,,0.069,125
Domestic flows,Rest of HI,Rest of MA,Multiple modes & mail,Chemical prods.,,,,,0.121,844
Domestic flows,Rest of HI,Detroit MI,Multiple modes & mail,Chemical prods.,,,,,0.222,140751
Domestic flows,Rest of HI,Grand Rapids MI,Multiple modes & mail,Chemical prods.,,,,,0.047,331
Domestic flows,Rest of HI,Rest of MI,Multiple modes & mail,Chemical prods.,,,,,0.046,22245
Domestic flows,Rest of HI,Minneapolis-St. Paul MN-WI (MN Part),Multiple modes & mail,Chemical prods.,,,,,0.046,4563
Domestic flows,Rest of HI,St. Louis MO-IL (MO Part),Multiple modes & mail,Chemical prods.,,,,,0.046,271
Domestic flows,Rest of HI,Rest of MO,Multiple modes & mail,Chemical prods.,,,,,0.046,130
Domestic flows,Rest of HI,Montana,Multiple modes & mail,Chemical prods.,,,,,0.098,123
Domestic flows,Rest of HI,Las Vegas NV-AZ (NV Part),Multiple modes & mail,Chemical prods.,,,,,0.17,107009
Domestic flows,Rest of HI,Rest of NV,Multiple modes & mail,Chemical prods.,,,,,0.046,126
Domestic flows,Rest of HI,Boston MA-RI-NH-CT (NH Part),Air (include truck-air),Chemical prods.,,,,,0.05,128
Domestic flows,Rest of HI,Rest of NH,Multiple modes & mail,Chemical prods.,,,,,0.046,11642
Domestic flows,Rest of HI,New York NY-NJ-CT-PA (NJ Part),Multiple modes & mail,Chemical prods.,,,,,0.046,1825
Domestic flows,Rest of HI,Philadelphia PA-NJ-DE-MD (NJ Part),Multiple modes & mail,Chemical prods.,,,,,0.078,534
Domestic flows,Rest of HI,New Mexico,Multiple modes & mail,Chemical prods.,,,,,0.046,123
Domestic flows,Rest of HI,New York NY-NJ-CT-PA (NY Part),Air (include truck-air),Chemical prods.,,,,,0.046,1605
Domestic flows,Rest of HI,New York NY-NJ-CT-PA (NY Part),Multiple modes & mail,Chemical prods.,,,,,0.046,125
Domestic flows,Rest of HI,Rest of NY,Multiple modes & mail,Chemical prods.,,,,,0.046,142
Domestic flows,Rest of HI,Raleigh-Durham NC,Multiple modes & mail,Chemical prods.,,,,,0.056,39969
Domestic flows,Rest of HI,Rest of NC,Air (include truck-air),Chemical prods.,,,,,0.109,123
Domestic flows,Rest of HI,Rest of NC,Multiple modes & mail,Chemical prods.,,,,,0.093,521
Domestic flows,Rest of HI,North Dakota,Multiple modes & mail,Chemical prods.,,,,,0.097,917
Domestic flows,Rest of HI,Cincinnati OH-KY-IN (OH Part),Multiple modes & mail,Chemical prods.,,,,,0.046,1005
Domestic flows,Rest of HI,Cleveland OH,Air (include truck-air),Chemical prods.,,,,,0.656,479400
Domestic flows,Rest of HI,Dayton OH,Multiple modes & mail,Chemical prods.,,,,,0.122,745
Domestic flows,Rest of HI,Rest of OH,Multiple modes & mail,Chemical prods.,,,,,0.046,10040
Domestic flows,Rest of HI,Rest of OK,Air (include truck-air),Chemical prods.,,,,,0.046,223
Domestic flows,Rest of HI,Portland OR-WA (OR Part),Air (include truck-air),Chemical prods.,,,,,0.046,212
Domestic flows,Rest of HI,Portland OR-WA (OR Part),Multiple modes & mail,Chemical prods.,,,,,0.046,204
Domestic flows,Rest of HI,Rest of OR,Air (include truck-air),Chemical prods.,,,,,0.046,265
Domestic flows,Rest of HI,Rest of OR,Multiple modes & mail,Chemical prods.,,,,,0.046,255
Domestic flows,Rest of HI,Philadelphia PA-NJ-DE-MD (PA Part),Multiple modes & mail,Chemical prods.,,,,,0.412,529
Domestic flows,Rest of HI,New York NY-NJ-CT-PA (PA Part),Multiple modes & mail,Chemical prods.,,,,,0.077,49997
Domestic flows,Rest of HI,Boston MA-RI-NH-CT (RI Part),Multiple modes & mail,Chemical prods.,,,,,0.046,5458
Domestic flows,Rest of HI,Charleston SC,Multiple modes & mail,Chemical prods.,,,,,0.164,1042
Domestic flows,Rest of HI,South Dakota,Multiple modes & mail,Chemical prods.,,,,,0.046,508
Domestic flows,Rest of HI,Nashville TN,Multiple modes & mail,Chemical prods.,,,,,0.132,89916
Domestic flows,Rest of HI,Rest of TN,Multiple modes & mail,Chemical prods.,,,,,0.052,333
Domestic flows,Rest of HI,Austin TX,Air (include truck-air),Chemical prods.,,,,,0.046,5687
Domestic flows,Rest of HI,Dallas-Fort Worth TX-OK (TX Part),Air (include truck-air),Chemical prods.,,,,,0.046,190
Domestic flows,Rest of HI,Dallas-Fort Worth TX-OK (TX Part),Multiple modes & mail,Chemical prods.,,,,,0.046,183
Domestic flows,Rest of HI,Houston TX,Air (include truck-air),Chemical prods.,,,,,0.046,133
Domestic flows,Rest of HI,Rest of TX,Multiple modes & mail,Chemical prods.,,,,,0.046,285
Domestic flows,Rest of HI,Salt Lake City UT,Air (include truck-air),Chemical prods.,,,,,0.046,495
Domestic flows,Rest of HI,Salt Lake City UT,Multiple modes & mail,Chemical prods.,,,,,0.046,475
Domestic flows,Rest of HI,Washington DC-VA-MD-WV (VA Part),Air (include truck-air),Chemical prods.,,,,,0.046,938
Domestic flows,Rest of HI,Washington DC-VA-MD-WV (VA Part),Multiple modes & mail,Chemical prods.,,,,,0.046,1187
Domestic flows,Rest of HI,Seattle WA,Air (include truck-air),Chemical prods.,,,,,0.046,136
Domestic flows,Rest of HI,Seattle WA,Multiple modes & mail,Chemical prods.,,,,,0.046,130
Domestic flows,Rest of HI,Portland OR-WA (WA Part),Multiple modes & mail,Chemical prods.,,,,,0.412,576
Domestic flows,Rest of HI,Rest of WA,Multiple modes & mail,Chemical prods.,,,,,0.046,126
Domestic flows,Rest of HI,Rest of WI,Multiple modes & mail,Chemical prods.,,,,,0.305,987
Domestic flows,Idaho,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.73,569163
Domestic flows,Chicago IL-IN-WI (IL Part),Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,0.127,38986
Domestic flows,Chicago IL-IN-WI (IL Part),Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.046,125
Domestic flows,Indianapolis IN,Honolulu HI,Air (include truck-air),Chemical prods.,,,,,3.999,812560
Domestic flows,Rest of IN,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,7.818,886453
Domestic flows,Rest of IN,Rest of HI,Air (include truck-air),Chemical prods.,,,,,0.063,123
Domestic flows,Rest of IN,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,1284.52,216265
Domestic flows,Iowa,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,4.1,562508
Domestic flows,Iowa,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.49,325166
Domestic flows,Boston MA-RI-NH-CT (MA Part),Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,437.779,92478445
Domestic flows,Rest of MA,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.06,40855
Domestic flows,Detroit MI,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,55.154,318473
Domestic flows,Detroit MI,Rest of HI,Air (include truck-air),Chemical prods.,,,,,0.046,123
Domestic flows,Detroit MI,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.046,125
Domestic flows,Rest of MI,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,0.415,59005
Domestic flows,Rest of MN,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,0.058,468
Domestic flows,Rest of MO,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.638,444589
Domestic flows,Montana,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.309,775
Domestic flows,Omaha NE-IA (NE Part),Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,3.159,2066624
Domestic flows,Omaha NE-IA (NE Part),Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.132,92171
Domestic flows,Rest of NE,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.046,23135
Domestic flows,Las Vegas NV-AZ (NV Part),Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,115.998,24848938
Domestic flows,Rest of NV,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,332.267,123107
Domestic flows,Rest of NV,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,117.653,8578390
Domestic flows,Rest of NH,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,0.046,26802
Domestic flows,Rest of NH,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.621,438769
Domestic flows,New York NY-NJ-CT-PA (NJ Part),Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,0.07,259
Domestic flows,New York NY-NJ-CT-PA (NJ Part),Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.062,31096
Domestic flows,Albany NY  CFS Area,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,0.179,435
Domestic flows,Buffalo NY  CFS Area,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,8.473,1076165
Domestic flows,New York NY-NJ-CT-PA (NY Part),Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,351.018,6681329
Domestic flows,New York NY-NJ-CT-PA (NY Part),Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.224,155550
Domestic flows,Rochester NY,Honolulu HI,Air (include truck-air),Chemical prods.,,,,,0.046,17694
Domestic flows,Rest of NY,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,537.105,6519750
Domestic flows,Raleigh-Durham NC,Honolulu HI,Air (include truck-air),Chemical prods.,,,,,876.39,9864760
Domestic flows,Rest of NC,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,120.245,12253744
Domestic flows,Rest of NC,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,12.356,8524052
Domestic flows,Columbus OH,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,8.481,5391005
Domestic flows,Dayton OH,Rest of HI,Air (include truck-air),Chemical prods.,,,,,0.046,147
Domestic flows,Rest of OH,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,0.287,31319
Domestic flows,Rest of OK,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,1.49,1069585
Domestic flows,Portland OR-WA (OR Part),Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,0.104,201
Domestic flows,Portland OR-WA (OR Part),Rest of HI,Air (include truck-air),Chemical prods.,,,,,11.602,4332483
Domestic flows,Rest of OR,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,200.468,444063
Domestic flows,Rest of OR,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,6.574,1855
Domestic flows,Philadelphia PA-NJ-DE-MD (PA Part),Honolulu HI,Air (include truck-air),Chemical prods.,,,,,721.389,3944911
Domestic flows,Philadelphia PA-NJ-DE-MD (PA Part),Rest of HI,Air (include truck-air),Chemical prods.,,,,,1301.514,2765176
Domestic flows,Rest of PA,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,0.115,13854
Domestic flows,Nashville TN,Honolulu HI,Air (include truck-air),Chemical prods.,,,,,0.208,284
Domestic flows,Nashville TN,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,163.342,8100569
Domestic flows,Salt Lake City UT,Honolulu HI,Air (include truck-air),Chemical prods.,,,,,1.515,1088111
Domestic flows,Salt Lake City UT,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,29.661,3709672
Domestic flows,Salt Lake City UT,Rest of HI,Air (include truck-air),Chemical prods.,,,,,0.909,602870
Domestic flows,Rest of UT,Honolulu HI,Air (include truck-air),Chemical prods.,,,,,0.308,254
Domestic flows,Rest of UT,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,0.078,608
Domestic flows,Virginia Beach-Norfolk VA-NC (VA Part),Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,100.1,87149
Domestic flows,Seattle WA,Honolulu HI,Water,Chemical prods.,,,,,244.089,319558
Domestic flows,Seattle WA,Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,95.55,28407780
Domestic flows,Seattle WA,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,118.189,9855035
Domestic flows,Portland OR-WA (WA Part),Honolulu HI,Multiple modes & mail,Chemical prods.,,,,,0.046,1543
Domestic flows,West Virginia,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.053,4383
Domestic flows,Rest of WI,Honolulu HI,Air (include truck-air),Chemical prods.,,,,,6.177,582943
Domestic flows,Rest of WI,Rest of HI,Multiple modes & mail,Chemical prods.,,,,,0.49,390322
Domestic flows,Birmingham AL,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,374.684,40308
Domestic flows,Rest of AL,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.139,84695
Domestic flows,Phoenix AZ,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.067,457
Domestic flows,Tucson AZ,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,0.049,324
Domestic flows,Tucson AZ,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.049,3940
Domestic flows,Los Angeles CA,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,3037.39,29829882
Domestic flows,Los Angeles CA,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,36045.651,45659054
Domestic flows,Los Angeles CA,Rest of HI,Air (include truck-air),Plastics/rubber,,,,,51979.599,406134778
Domestic flows,Los Angeles CA,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,28.297,4338901
Domestic flows,Sacramento CA,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,8.995,2465937
Domestic flows,Sacramento CA,Rest of HI,Air (include truck-air),Plastics/rubber,,,,,5.807,2139475
Domestic flows,San Diego CA,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,26.936,2543595
Domestic flows,San Diego CA,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,0.049,136
Domestic flows,San Francisco CA,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,29.391,1241142
Domestic flows,San Francisco CA,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,773.378,3785884
Domestic flows,San Francisco CA,Rest of HI,Water,Plastics/rubber,,,,,25.715,5003
Domestic flows,San Francisco CA,Rest of HI,Air (include truck-air),Plastics/rubber,,,,,0.051,130
Domestic flows,San Francisco CA,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,383.234,1112609
Domestic flows,Fresno CA,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,539.702,72126
Domestic flows,Fresno CA,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,21.906,8535605
Domestic flows,Rest of CA,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,608.993,2862544
Domestic flows,Rest of CA,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.05,128
