trade_type,dms_orig,dms_dest,dms_mode,sctg2,fr_orig,fr_dest,fr_inmode,fr_outmode,tons_2024,current_value_2024
Export flows,Pittsburgh PA-OH-WV (PA Part),Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),4.788,271053
Export flows,New York NY-NJ-CT-PA (PA Part),Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),2.304,130432
Export flows,Rest of PA,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),9.766,552860
Export flows,Boston MA-RI-NH-CT (RI Part),Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),0.076,3770
Export flows,Charleston SC,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),6.301,102174
Export flows,Greenville SC,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),16.425,266339
Export flows,Rest of SC,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),19.735,320010
Export flows,South Dakota,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),2.995,29119
Export flows,Memphis TN-MS-AR (TN Part),Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),2.013,30864
Export flows,Nashville TN,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),3.932,60277
Export flows,Knoxville TN,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),2.237,34296
Export flows,Rest of TN,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),4.994,76556
Export flows,Austin TX,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),14.785,246771
Export flows,Beaumont TX,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),4.177,69718
Export flows,Corpus Christi TX,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),3.708,61889
Export flows,Dallas-Fort Worth TX-OK (TX Part),Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),64.435,1075468
Export flows,El Paso TX-NM (TX Part),Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),3.039,50728
Export flows,Houston TX,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),54.179,904294
Export flows,Laredo TX,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),0.735,12267
Export flows,San Antonio TX,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),12.375,206543
Export flows,Rest of TX,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),34.644,578237
Export flows,Salt Lake City UT,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),25.612,1379685
Export flows,Rest of UT,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),3.61,194464
Export flows,Vermont,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),1.746,16983
Export flows,Richmond VA,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),6.474,100272
Export flows,Virginia Beach-Norfolk VA-NC (VA Part),Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),7.481,115839
Export flows,Washington DC-VA-MD-WV (VA Part),Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),9.97,154379
Export flows,Rest of VA,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),12.368,191479
Export flows,Seattle WA,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),13.108,997658
Export flows,Portland OR-WA (WA Part),Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),1.189,90515
Export flows,Rest of WA,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),3.743,284879
Export flows,Milwaukee WI,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),2.876,228068
Export flows,Rest of WI,Honolulu HI,Air (include truck-air),Chemical prods.,,SE Asia & Oceania,,Air (include truck-air),4.799,380559
Export flows,Honolulu HI,Detroit MI,Multiple modes & mail,Plastics/rubber,,Canada,,Truck,1.268,5784
Export flows,Honolulu HI,Memphis TN-MS-AR (TN Part),Air (include truck-air),Plastics/rubber,,Canada,,Air (include truck-air),0.279,3354
Export flows,Honolulu HI,Rest of WA,Air (include truck-air),Plastics/rubber,,Canada,,Air (include truck-air),0.426,2671
Export flows,Rest of HI,Detroit MI,Multiple modes & mail,Plastics/rubber,,Canada,,Truck,0.493,2248
Export flows,Rest of HI,Memphis TN-MS-AR (TN Part),Air (include truck-air),Plastics/rubber,,Canada,,Air (include truck-air),0.108,1304
