trade_type,fr_orig,fr_inmode,fr_dest,fr_outmode,dms_orig,dms_orig_cnty,dms_dest,sctgG5,dms_mode,tons_2022
3,,,803,3,151,15003,451,sctg2033,5,0.0000000
3,,,803,3,151,15003,486,sctg2033,5,0.0014550
3,,,803,3,159,15001,061,sctg2033,3,0.0008599
3,,,803,3,159,15001,064,sctg2033,3,0.0000000
3,,,803,3,159,15001,064,sctg2033,5,0.0000000
3,,,803,3,159,15001,121,sctg2033,5,0.0054692
3,,,803,3,159,15001,122,sctg2033,3,0.0036206
3,,,803,3,159,15001,122,sctg2033,5,0.0000000
3,,,803,3,159,15001,132,sctg2033,5,0.0000000
3,,,803,3,159,15001,241,sctg2033,5,0.0000000
3,,,803,3,159,15001,363,sctg2033,3,0.0000000
3,,,803,3,159,15001,363,sctg2033,5,0.0000000
3,,,803,3,159,15001,451,sctg2033,5,0.0000000
3,,,803,3,159,15001,486,sctg2033,5,0.0002112
3,,,803,3,159,15005,064,sctg2033,5,0.0000000
3,,,803,3,159,15005,121,sctg2033,5,0.0007286
3,,,803,3,159,15005,122,sctg2033,5,0.0000000
3,,,803,3,159,15005,132,sctg2033,5,0.0000000
3,,,803,3,159,15005,241,sctg2033,5,0.0000000
3,,,803,3,159,15005,363,sctg2033,5,0.0000000
3,,,803,3,159,15005,451,sctg2033,5,0.0000000
3,,,803,3,159,15005,486,sctg2033,5,0.0000281
3,,,803,3,159,15007,061,sctg2033,3,0.0006942
3,,,803,3,159,15007,064,sctg2033,3,0.0000000
3,,,803,3,159,15007,064,sctg2033,5,0.0000000
3,,,803,3,159,15007,121,sctg2033,5,0.0030037
3,,,803,3,159,15007,122,sctg2033,3,0.0029229
3,,,803,3,159,15007,122,sctg2033,5,0.0000000
3,,,803,3,159,15007,132,sctg2033,5,0.0000000
3,,,803,3,159,15007,241,sctg2033,5,0.0000000
3,,,803,3,159,15007,363,sctg2033,3,0.0000000
3,,,803,3,159,15007,363,sctg2033,5,0.0000000
3,,,803,3,159,15007,451,sctg2033,5,0.0000000
3,,,803,3,159,15007,486,sctg2033,5,0.0001160
3,,,803,3,159,15009,061,sctg2033,3,0.0007609
3,,,803,3,159,15009,064,sctg2033,3,0.0000000
3,,,803,3,159,15009,064,sctg2033,5,0.0000000
3,,,803,3,159,15009,121,sctg2033,5,0.0054585
3,,,803,3,159,15009,122,sctg2033,3,0.0032036
3,,,803,3,159,15009,122,sctg2033,5,0.0000000
3,,,803,3,159,15009,132,sctg2033,5,0.0000000
3,,,803,3,159,15009,241,sctg2033,5,0.0000000
3,,,803,3,159,15009,363,sctg2033,3,0.0000000
3,,,803,3,159,15009,363,sctg2033,5,0.0000000
3,,,803,3,159,15009,451,sctg2033,5,0.0000000
3,,,803,3,159,15009,486,sctg2033,5,0.0002107
3,,,803,4,151,15003,020,sctg2033,11,0.0000000
3,,,803,4,151,15003,061,sctg2033,11,0.0338260
3,,,803,4,151,15003,064,sctg2033,11,0.0000000
3,,,803,4,151,15003,122,sctg2033,11,0.0642330
3,,,803,4,151,15003,212,sctg2033,11,0.0000000
3,,,803,4,151,15003,223,sctg2033,11,0.0000000
3,,,803,4,151,15003,363,sctg2033,11,0.0000000
3,,,803,4,151,15003,471,sctg2033,11,0.0010860
3,,,803,4,151,15003,486,sctg2033,11,0.0000000
3,,,803,4,151,15003,531,sctg2033,11,0.0000000
3,,,803,4,159,15001,061,sctg2033,11,0.0049055
3,,,803,4,159,15001,122,sctg2033,11,0.0093152
3,,,803,4,159,15001,212,sctg2033,11,0.0000000
3,,,803,4,159,15001,223,sctg2033,11,0.0000000
3,,,803,4,159,15001,363,sctg2033,11,0.0000000
3,,,803,4,159,15001,471,sctg2033,11,0.0001574
3,,,803,4,159,15001,486,sctg2033,11,0.0000000
3,,,803,4,159,15005,061,sctg2033,11,0.0006535
3,,,803,4,159,15005,122,sctg2033,11,0.0012410
3,,,803,4,159,15005,212,sctg2033,11,0.0000000
3,,,803,4,159,15005,223,sctg2033,11,0.0000000
3,,,803,4,159,15005,363,sctg2033,11,0.0000000
3,,,803,4,159,15005,471,sctg2033,11,0.0000210
3,,,803,4,159,15005,486,sctg2033,11,0.0000000
3,,,803,4,159,15007,061,sctg2033,11,0.0026941
3,,,803,4,159,15007,122,sctg2033,11,0.0051160
3,,,803,4,159,15007,212,sctg2033,11,0.0000000
3,,,803,4,159,15007,223,sctg2033,11,0.0000000
3,,,803,4,159,15007,363,sctg2033,11,0.0000000
3,,,803,4,159,15007,471,sctg2033,11,0.0000865
3,,,803,4,159,15007,486,sctg2033,11,0.0000000
3,,,803,4,159,15009,061,sctg2033,11,0.0048959
3,,,803,4,159,15009,122,sctg2033,11,0.0092969
3,,,803,4,159,15009,212,sctg2033,11,0.0000000
3,,,803,4,159,15009,223,sctg2033,11,0.0000000
3,,,803,4,159,15009,363,sctg2033,11,0.0000000
3,,,803,4,159,15009,471,sctg2033,11,0.0001571
3,,,803,4,159,15009,486,sctg2033,11,0.0000000
3,,,804,3,151,15003,061,sctg2033,5,0.0032010
3,,,804,3,151,15003,064,sctg2033,3,0.0000000
3,,,804,3,151,15003,122,sctg2033,3,0.0000000
3,,,804,3,151,15003,132,sctg2033,5,0.0000000
3,,,804,3,151,15003,341,sctg2033,5,0.0000000
3,,,804,3,151,15003,363,sctg2033,5,0.0000000
3,,,804,3,151,15003,451,sctg2033,5,0.0000000
3,,,804,3,151,15003,486,sctg2033,5,0.0000000
3,,,804,3,151,15003,531,sctg2033,3,0.0000000
3,,,804,3,159,15001,061,sctg2033,3,0.0004621
3,,,804,3,159,15001,064,sctg2033,3,0.0000000
3,,,804,3,159,15001,122,sctg2033,3,0.0000000
3,,,804,3,159,15001,132,sctg2033,5,0.0000000
3,,,804,3,159,15001,341,sctg2033,5,0.0000000
3,,,804,3,159,15001,363,sctg2033,3,0.0000000
3,,,804,3,159,15001,363,sctg2033,5,0.0000000
3,,,804,3,159,15001,451,sctg2033,5,0.0000000
3,,,804,3,159,15001,486,sctg2033,5,0.0000000
3,,,804,3,159,15001,531,sctg2033,3,0.0000000
3,,,804,3,159,15005,132,sctg2033,5,0.0000000
3,,,804,3,159,15005,341,sctg2033,5,0.0000000
3,,,804,3,159,15005,363,sctg2033,5,0.0000000
3,,,804,3,159,15005,451,sctg2033,5,0.0000000
3,,,804,3,159,15005,486,sctg2033,5,0.0000000
3,,,804,3,159,15007,061,sctg2033,3,0.0003730
3,,,804,3,159,15007,064,sctg2033,3,0.0000000
3,,,804,3,159,15007,122,sctg2033,3,0.0000000
3,,,804,3,159,15007,132,sctg2033,5,0.0000000
3,,,804,3,159,15007,341,sctg2033,5,0.0000000
3,,,804,3,159,15007,363,sctg2033,3,0.0000000
3,,,804,3,159,15007,363,sctg2033,5,0.0000000
3,,,804,3,159,15007,451,sctg2033,5,0.0000000
3,,,804,3,159,15007,486,sctg2033,5,0.0000000
3,,,804,3,159,15007,531,sctg2033,3,0.0000000
3,,,804,3,159,15009,061,sctg2033,3,0.0004089
3,,,804,3,159,15009,064,sctg2033,3,0.0000000
3,,,804,3,159,15009,122,sctg2033,3,0.0000000
3,,,804,3,159,15009,132,sctg2033,5,0.0000000
3,,,804,3,159,15009,341,sctg2033,5,0.0000000
3,,,804,3,159,15009,363,sctg2033,3,0.0000000
3,,,804,3,159,15009,363,sctg2033,5,0.0000000
3,,,804,3,159,15009,451,sctg2033,5,0.0000000
3,,,804,3,159,15009,486,sctg2033,5,0.0000000
3,,,804,3,159,15009,531,sctg2033,3,0.0000000
3,,,804,4,151,15003,020,sctg2033,11,0.0000000
3,,,804,4,151,15003,061,sctg2033,11,0.0282890
3,,,804,4,151,15003,064,sctg2033,11,0.0071270
3,,,804,4,151,15003,131,sctg2033,11,0.0000000
3,,,804,4,151,15003,171,sctg2033,11,0.0000000
3,,,804,4,151,15003,212,sctg2033,11,0.0025200
3,,,804,4,151,15003,223,sctg2033,11,0.0000710
3,,,804,4,151,15003,251,sctg2033,11,0.0000000
3,,,804,4,151,15003,271,sctg2033,11,0.0000000
3,,,804,4,151,15003,341,sctg2033,11,0.0000000
3,,,804,4,151,15003,363,sctg2033,11,0.0030730
3,,,804,4,151,15003,421,sctg2033,11,0.0025480
3,,,804,4,151,15003,471,sctg2033,11,0.0157680
3,,,804,4,151,15003,484,sctg2033,11,0.0018950
3,,,804,4,151,15003,491,sctg2033,11,0.0000000
3,,,804,4,151,15003,531,sctg2033,11,0.0000000
3,,,804,4,159,15001,020,sctg2033,11,0.0000000
3,,,804,4,159,15001,061,sctg2033,11,0.0040956
3,,,804,4,159,15001,064,sctg2033,11,0.0010334
3,,,804,4,159,15001,131,sctg2033,11,0.0000000
3,,,804,4,159,15001,171,sctg2033,11,0.0000000
3,,,804,4,159,15001,212,sctg2033,11,0.0003652
3,,,804,4,159,15001,251,sctg2033,11,0.0000000
3,,,804,4,159,15001,271,sctg2033,11,0.0000000
3,,,804,4,159,15001,341,sctg2033,11,0.0000000
3,,,804,4,159,15001,363,sctg2033,11,0.0004458
3,,,804,4,159,15001,421,sctg2033,11,0.0003697
3,,,804,4,159,15001,471,sctg2033,11,0.0022869
3,,,804,4,159,15001,484,sctg2033,11,0.0002466
3,,,804,4,159,15001,531,sctg2033,11,0.0000000
3,,,804,4,159,15005,020,sctg2033,11,0.0000000
3,,,804,4,159,15005,061,sctg2033,11,0.0005456
3,,,804,4,159,15005,064,sctg2033,11,0.0001377
3,,,804,4,159,15005,131,sctg2033,11,0.0000000
3,,,804,4,159,15005,171,sctg2033,11,0.0000000
3,,,804,4,159,15005,212,sctg2033,11,0.0000487
3,,,804,4,159,15005,251,sctg2033,11,0.0000000
3,,,804,4,159,15005,271,sctg2033,11,0.0000000
3,,,804,4,159,15005,341,sctg2033,11,0.0000000
3,,,804,4,159,15005,363,sctg2033,11,0.0000594
3,,,804,4,159,15005,421,sctg2033,11,0.0000493
3,,,804,4,159,15005,471,sctg2033,11,0.0003047
3,,,804,4,159,15005,484,sctg2033,11,0.0000329
3,,,804,4,159,15005,531,sctg2033,11,0.0000000
3,,,804,4,159,15007,020,sctg2033,11,0.0000000
3,,,804,4,159,15007,061,sctg2033,11,0.0022493
3,,,804,4,159,15007,064,sctg2033,11,0.0005676
3,,,804,4,159,15007,131,sctg2033,11,0.0000000
3,,,804,4,159,15007,171,sctg2033,11,0.0000000
3,,,804,4,159,15007,212,sctg2033,11,0.0002006
3,,,804,4,159,15007,251,sctg2033,11,0.0000000
3,,,804,4,159,15007,271,sctg2033,11,0.0000000
3,,,804,4,159,15007,341,sctg2033,11,0.0000000
3,,,804,4,159,15007,363,sctg2033,11,0.0002448
3,,,804,4,159,15007,421,sctg2033,11,0.0002030
3,,,804,4,159,15007,471,sctg2033,11,0.0012560
3,,,804,4,159,15007,484,sctg2033,11,0.0001354
3,,,804,4,159,15007,531,sctg2033,11,0.0000000
3,,,804,4,159,15009,020,sctg2033,11,0.0000000
3,,,804,4,159,15009,061,sctg2033,11,0.0040875
3,,,804,4,159,15009,064,sctg2033,11,0.0010314
3,,,804,4,159,15009,131,sctg2033,11,0.0000000
3,,,804,4,159,15009,171,sctg2033,11,0.0000000
3,,,804,4,159,15009,212,sctg2033,11,0.0003645
3,,,804,4,159,15009,251,sctg2033,11,0.0000000
3,,,804,4,159,15009,271,sctg2033,11,0.0000000
3,,,804,4,159,15009,341,sctg2033,11,0.0000000
3,,,804,4,159,15009,363,sctg2033,11,0.0004449
3,,,804,4,159,15009,421,sctg2033,11,0.0003690
3,,,804,4,159,15009,471,sctg2033,11,0.0022824
3,,,804,4,159,15009,484,sctg2033,11,0.0002461
3,,,804,4,159,15009,531,sctg2033,11,0.0000000
3,,,805,3,151,15003,061,sctg2033,5,0.0000000
3,,,805,3,151,15003,363,sctg2033,5,0.0000000
3,,,805,3,159,15001,061,sctg2033,3,0.0000000
3,,,805,3,159,15007,061,sctg2033,3,0.0000000
3,,,805,3,159,15009,061,sctg2033,3,0.0000000
3,,,805,4,151,15003,061,sctg2033,11,0.0000000
3,,,805,4,151,15003,131,sctg2033,11,0.0000000
3,,,805,4,159,15001,061,sctg2033,11,0.0000000
3,,,805,4,159,15001,131,sctg2033,11,0.0000000
3,,,805,4,159,15005,061,sctg2033,11,0.0000000
3,,,805,4,159,15005,131,sctg2033,11,0.0000000
3,,,805,4,159,15007,061,sctg2033,11,0.0000000
3,,,805,4,159,15007,131,sctg2033,11,0.0000000
3,,,805,4,159,15009,061,sctg2033,11,0.0000000
3,,,805,4,159,15009,131,sctg2033,11,0.0000000
3,,,806,3,151,15003,061,sctg2033,5,0.0048890
3,,,806,3,151,15003,064,sctg2033,5,0.0000000
3,,,806,3,151,15003,132,sctg2033,5,0.0000000
3,,,806,3,151,15003,363,sctg2033,5,0.0000000
3,,,806,3,151,15003,486,sctg2033,5,0.0000000
3,,,806,3,151,15003,512,sctg2033,5,0.0000000
3,,,806,3,159,15001,061,sctg2033,3,0.0007058
3,,,806,3,159,15001,064,sctg2033,5,0.0000000
3,,,806,3,159,15001,132,sctg2033,5,0.0000000
3,,,806,3,159,15001,363,sctg2033,5,0.0000000
3,,,806,3,159,15001,486,sctg2033,5,0.0000000
3,,,806,3,159,15001,512,sctg2033,5,0.0000000
3,,,806,3,159,15005,064,sctg2033,5,0.0000000
3,,,806,3,159,15005,132,sctg2033,5,0.0000000
3,,,806,3,159,15005,363,sctg2033,5,0.0000000
3,,,806,3,159,15005,486,sctg2033,5,0.0000000
3,,,806,3,159,15005,512,sctg2033,5,0.0000000
3,,,806,3,159,15007,061,sctg2033,3,0.0005698
3,,,806,3,159,15007,064,sctg2033,5,0.0000000
3,,,806,3,159,15007,132,sctg2033,5,0.0000000
3,,,806,3,159,15007,363,sctg2033,5,0.0000000
3,,,806,3,159,15007,486,sctg2033,5,0.0000000
3,,,806,3,159,15007,512,sctg2033,5,0.0000000
3,,,806,3,159,15009,061,sctg2033,3,0.0006245
3,,,806,3,159,15009,064,sctg2033,5,0.0000000
3,,,806,3,159,15009,132,sctg2033,5,0.0000000
3,,,806,3,159,15009,363,sctg2033,5,0.0000000
3,,,806,3,159,15009,486,sctg2033,5,0.0000000
3,,,806,3,159,15009,512,sctg2033,5,0.0000000
3,,,806,4,151,15003,061,sctg2033,11,0.0000060
3,,,806,4,151,15003,064,sctg2033,11,0.0024380
3,,,806,4,151,15003,131,sctg2033,11,0.0000000
3,,,806,4,151,15003,171,sctg2033,11,0.0000000
3,,,806,4,151,15003,212,sctg2033,11,0.0069960
3,,,806,4,151,15003,341,sctg2033,11,0.0000000
3,,,806,4,151,15003,363,sctg2033,11,0.0000000
3,,,806,4,151,15003,421,sctg2033,11,0.0000000
3,,,806,4,151,15003,471,sctg2033,11,0.0000000
3,,,806,4,159,15001,061,sctg2033,11,0.0000007
3,,,806,4,159,15001,064,sctg2033,11,0.0003537
3,,,806,4,159,15001,131,sctg2033,11,0.0000000
3,,,806,4,159,15001,171,sctg2033,11,0.0000000
3,,,806,4,159,15001,212,sctg2033,11,0.0010144
3,,,806,4,159,15001,341,sctg2033,11,0.0000000
3,,,806,4,159,15001,421,sctg2033,11,0.0000000
3,,,806,4,159,15001,471,sctg2033,11,0.0000000
3,,,806,4,159,15005,061,sctg2033,11,0.0000001
3,,,806,4,159,15005,064,sctg2033,11,0.0000471
3,,,806,4,159,15005,131,sctg2033,11,0.0000000
3,,,806,4,159,15005,171,sctg2033,11,0.0000000
3,,,806,4,159,15005,212,sctg2033,11,0.0001351
3,,,806,4,159,15005,341,sctg2033,11,0.0000000
3,,,806,4,159,15005,421,sctg2033,11,0.0000000
3,,,806,4,159,15005,471,sctg2033,11,0.0000000
3,,,806,4,159,15007,061,sctg2033,11,0.0000004
3,,,806,4,159,15007,064,sctg2033,11,0.0001942
3,,,806,4,159,15007,131,sctg2033,11,0.0000000
3,,,806,4,159,15007,171,sctg2033,11,0.0000000
3,,,806,4,159,15007,212,sctg2033,11,0.0005571
3,,,806,4,159,15007,341,sctg2033,11,0.0000000
3,,,806,4,159,15007,421,sctg2033,11,0.0000000
3,,,806,4,159,15007,471,sctg2033,11,0.0000000
3,,,806,4,159,15009,061,sctg2033,11,0.0000007
3,,,806,4,159,15009,064,sctg2033,11,0.0003530
3,,,806,4,159,15009,131,sctg2033,11,0.0000000
3,,,806,4,159,15009,171,sctg2033,11,0.0000000
3,,,806,4,159,15009,212,sctg2033,11,0.0010124
3,,,806,4,159,15009,341,sctg2033,11,0.0000000
3,,,806,4,159,15009,421,sctg2033,11,0.0000000
3,,,806,4,159,15009,471,sctg2033,11,0.0000000
3,,,807,3,151,15003,061,sctg2033,3,0.0000000
3,,,807,3,151,15003,061,sctg2033,5,0.0484330
3,,,807,3,151,15003,064,sctg2033,3,0.0000000
3,,,807,3,151,15003,132,sctg2033,5,0.0000000
3,,,807,3,151,15003,363,sctg2033,5,0.0000000
3,,,807,3,151,15003,531,sctg2033,3,0.0000000
3,,,807,3,159,15001,061,sctg2033,3,0.0069937
3,,,807,3,159,15001,061,sctg2033,5,0.0000000
3,,,807,3,159,15001,064,sctg2033,3,0.0000000
3,,,807,3,159,15001,132,sctg2033,5,0.0000000
3,,,807,3,159,15001,363,sctg2033,5,0.0000000
3,,,807,3,159,15001,531,sctg2033,3,0.0000000
3,,,807,3,159,15005,061,sctg2033,5,0.0000000
3,,,807,3,159,15005,132,sctg2033,5,0.0000000
3,,,807,3,159,15005,363,sctg2033,5,0.0000000
3,,,807,3,159,15007,061,sctg2033,3,0.0056460
3,,,807,3,159,15007,061,sctg2033,5,0.0000000
3,,,807,3,159,15007,064,sctg2033,3,0.0000000
3,,,807,3,159,15007,132,sctg2033,5,0.0000000
3,,,807,3,159,15007,363,sctg2033,5,0.0000000
3,,,807,3,159,15007,531,sctg2033,3,0.0000000
3,,,807,3,159,15009,061,sctg2033,3,0.0061882
3,,,807,3,159,15009,061,sctg2033,5,0.0000000
3,,,807,3,159,15009,064,sctg2033,3,0.0000000
3,,,807,3,159,15009,132,sctg2033,5,0.0000000
3,,,807,3,159,15009,363,sctg2033,5,0.0000000
3,,,807,3,159,15009,531,sctg2033,3,0.0000000
3,,,807,4,151,15003,020,sctg2033,11,0.0277910
3,,,807,4,151,15003,061,sctg2033,11,0.0043300
3,,,807,4,151,15003,064,sctg2033,11,0.0137060
3,,,807,4,151,15003,122,sctg2033,11,0.0000000
3,,,807,4,151,15003,131,sctg2033,11,0.0000000
3,,,807,4,151,15003,171,sctg2033,11,0.0000000
3,,,807,4,151,15003,212,sctg2033,11,0.0035460
3,,,807,4,151,15003,223,sctg2033,11,0.0001200
3,,,807,4,151,15003,261,sctg2033,11,0.0000000
3,,,807,4,151,15003,363,sctg2033,11,0.0000000
3,,,807,4,151,15003,392,sctg2033,11,0.0000770
3,,,807,4,151,15003,471,sctg2033,11,0.0011930
3,,,807,4,151,15003,484,sctg2033,11,0.0000000
3,,,807,4,151,15003,531,sctg2033,11,0.0000000
3,,,807,4,159,15001,020,sctg2033,11,0.0040303
3,,,807,4,159,15001,061,sctg2033,11,0.0006275
3,,,807,4,159,15001,064,sctg2033,11,0.0019877
3,,,807,4,159,15001,122,sctg2033,11,0.0000000
3,,,807,4,159,15001,131,sctg2033,11,0.0000000
3,,,807,4,159,15001,171,sctg2033,11,0.0000000
3,,,807,4,159,15001,212,sctg2033,11,0.0004939
3,,,807,4,159,15001,261,sctg2033,11,0.0000000
3,,,807,4,159,15001,363,sctg2033,11,0.0000000
3,,,807,4,159,15001,471,sctg2033,11,0.0001731
3,,,807,4,159,15001,531,sctg2033,11,0.0000000
3,,,807,4,159,15005,020,sctg2033,11,0.0005369
3,,,807,4,159,15005,061,sctg2033,11,0.0000836
3,,,807,4,159,15005,064,sctg2033,11,0.0002648
3,,,807,4,159,15005,122,sctg2033,11,0.0000000
3,,,807,4,159,15005,131,sctg2033,11,0.0000000
3,,,807,4,159,15005,171,sctg2033,11,0.0000000
3,,,807,4,159,15005,212,sctg2033,11,0.0000658
3,,,807,4,159,15005,261,sctg2033,11,0.0000000
3,,,807,4,159,15005,363,sctg2033,11,0.0000000
3,,,807,4,159,15005,471,sctg2033,11,0.0000231
3,,,807,4,159,15005,531,sctg2033,11,0.0000000
3,,,807,4,159,15007,020,sctg2033,11,0.0022135
3,,,807,4,159,15007,061,sctg2033,11,0.0003446
3,,,807,4,159,15007,064,sctg2033,11,0.0010917
3,,,807,4,159,15007,122,sctg2033,11,0.0000000
3,,,807,4,159,15007,131,sctg2033,11,0.0000000
3,,,807,4,159,15007,171,sctg2033,11,0.0000000
3,,,807,4,159,15007,212,sctg2033,11,0.0002713
3,,,807,4,159,15007,261,sctg2033,11,0.0000000
3,,,807,4,159,15007,363,sctg2033,11,0.0000000
3,,,807,4,159,15007,471,sctg2033,11,0.0000951
3,,,807,4,159,15007,531,sctg2033,11,0.0000000
3,,,807,4,159,15009,020,sctg2033,11,0.0040224
3,,,807,4,159,15009,061,sctg2033,11,0.0006263
3,,,807,4,159,15009,064,sctg2033,11,0.0019838
3,,,807,4,159,15009,122,sctg2033,11,0.0000000
3,,,807,4,159,15009,131,sctg2033,11,0.0000000
3,,,807,4,159,15009,171,sctg2033,11,0.0000000
3,,,807,4,159,15009,212,sctg2033,11,0.0004930
3,,,807,4,159,15009,261,sctg2033,11,0.0000000
3,,,807,4,159,15009,363,sctg2033,11,0.0000000
3,,,807,4,159,15009,471,sctg2033,11,0.0001728
3,,,807,4,159,15009,531,sctg2033,11,0.0000000
3,,,807,5,151,15003,020,sctg2033,5,0.0000000
3,,,808,3,151,15003,061,sctg2033,3,0.0000000
3,,,808,3,151,15003,061,sctg2033,5,0.0079150
3,,,808,3,151,15003,064,sctg2033,3,0.0010340
3,,,808,3,151,15003,064,sctg2033,5,0.0000000
3,,,808,3,151,15003,122,sctg2033,3,0.0000000
3,,,808,3,151,15003,421,sctg2033,5,0.0005540
3,,,808,3,151,15003,531,sctg2033,3,0.0000000
3,,,808,3,151,15003,531,sctg2033,5,0.0000000
3,,,808,3,159,15001,061,sctg2033,3,0.0010471
3,,,808,3,159,15001,061,sctg2033,5,0.0000000
3,,,808,3,159,15001,064,sctg2033,3,0.0001493
3,,,808,3,159,15001,064,sctg2033,5,0.0000000
3,,,808,3,159,15001,122,sctg2033,3,0.0000000
3,,,808,3,159,15001,531,sctg2033,3,0.0000000
3,,,808,3,159,15001,531,sctg2033,5,0.0000000
3,,,808,3,159,15005,061,sctg2033,5,0.0000000
3,,,808,3,159,15005,064,sctg2033,5,0.0000000
3,,,808,3,159,15005,531,sctg2033,5,0.0000000
3,,,808,3,159,15007,061,sctg2033,3,0.0008453
3,,,808,3,159,15007,061,sctg2033,5,0.0000000
3,,,808,3,159,15007,064,sctg2033,3,0.0001205
3,,,808,3,159,15007,064,sctg2033,5,0.0000000
3,,,808,3,159,15007,122,sctg2033,3,0.0000000
3,,,808,3,159,15007,531,sctg2033,3,0.0000000
3,,,808,3,159,15007,531,sctg2033,5,0.0000000
3,,,808,3,159,15009,061,sctg2033,3,0.0009265
3,,,808,3,159,15009,061,sctg2033,5,0.0000000
3,,,808,3,159,15009,064,sctg2033,3,0.0001321
3,,,808,3,159,15009,064,sctg2033,5,0.0000000
3,,,808,3,159,15009,122,sctg2033,3,0.0000000
3,,,808,3,159,15009,531,sctg2033,3,0.0000000
3,,,808,3,159,15009,531,sctg2033,5,0.0000000
3,,,808,4,151,15003,020,sctg2033,11,0.0035460
3,,,808,4,151,15003,061,sctg2033,11,0.0066490
3,,,808,4,151,15003,064,sctg2033,11,0.0034070
3,,,808,4,151,15003,171,sctg2033,11,0.0000000
3,,,808,4,151,15003,212,sctg2033,11,0.0052900
3,,,808,4,151,15003,363,sctg2033,11,0.0000000
3,,,808,4,151,15003,471,sctg2033,11,0.0032420
3,,,808,4,151,15003,531,sctg2033,11,0.0000000
3,,,808,4,159,15001,020,sctg2033,11,0.0005145
3,,,808,4,159,15001,061,sctg2033,11,0.0009640
3,,,808,4,159,15001,064,sctg2033,11,0.0004936
3,,,808,4,159,15001,171,sctg2033,11,0.0000000
3,,,808,4,159,15001,212,sctg2033,11,0.0007596
3,,,808,4,159,15001,363,sctg2033,11,0.0000000
3,,,808,4,159,15001,471,sctg2033,11,0.0004671
3,,,808,4,159,15001,531,sctg2033,11,0.0000000
3,,,808,4,159,15005,020,sctg2033,11,0.0000685
3,,,808,4,159,15005,061,sctg2033,11,0.0001284
3,,,808,4,159,15005,064,sctg2033,11,0.0000658
3,,,808,4,159,15005,171,sctg2033,11,0.0000000
3,,,808,4,159,15005,212,sctg2033,11,0.0001012
3,,,808,4,159,15005,363,sctg2033,11,0.0000000
3,,,808,4,159,15005,471,sctg2033,11,0.0000622
3,,,808,4,159,15005,531,sctg2033,11,0.0000000
3,,,808,4,159,15007,020,sctg2033,11,0.0002825
3,,,808,4,159,15007,061,sctg2033,11,0.0005294
3,,,808,4,159,15007,064,sctg2033,11,0.0002711
3,,,808,4,159,15007,171,sctg2033,11,0.0000000
3,,,808,4,159,15007,212,sctg2033,11,0.0004172
3,,,808,4,159,15007,363,sctg2033,11,0.0000000
3,,,808,4,159,15007,471,sctg2033,11,0.0002565
3,,,808,4,159,15007,531,sctg2033,11,0.0000000
3,,,808,4,159,15009,020,sctg2033,11,0.0005135
3,,,808,4,159,15009,061,sctg2033,11,0.0009621
3,,,808,4,159,15009,064,sctg2033,11,0.0004926
3,,,808,4,159,15009,171,sctg2033,11,0.0000000
3,,,808,4,159,15009,212,sctg2033,11,0.0007581
3,,,808,4,159,15009,363,sctg2033,11,0.0000000
3,,,808,4,159,15009,471,sctg2033,11,0.0004662
3,,,808,4,159,15009,531,sctg2033,11,0.0000000
1,,,,,151,15003,011,sctg3499,5,0.0347770
1,,,,,151,15003,012,sctg3499,5,0.0649670
1,,,,,151,15003,019,sctg3499,5,0.8069300
1,,,,,151,15003,020,sctg3499,11,0.0000540
1,,,,,151,15003,020,sctg3499,5,0.5101150
1,,,,,151,15003,041,sctg3499,5,1.2258990
1,,,,,151,15003,042,sctg3499,5,0.3652100
1,,,,,151,15003,049,sctg3499,5,0.6364710
1,,,,,151,15003,050,sctg3499,5,0.1240840
1,,,,,151,15003,061,sctg3499,11,0.6472290
1,,,,,151,15003,061,sctg3499,5,7.4873660
1,,,,,151,15003,062,sctg3499,11,0.0000460
1,,,,,151,15003,062,sctg3499,5,0.7547700
1,,,,,151,15003,063,sctg3499,11,0.0049420
1,,,,,151,15003,063,sctg3499,5,3.1495090
1,,,,,151,15003,064,sctg3499,11,0.0644500
1,,,,,151,15003,064,sctg3499,5,3.9199810
1,,,,,151,15003,065,sctg3499,11,0.0046090
1,,,,,151,15003,065,sctg3499,5,0.1137020
1,,,,,151,15003,069,sctg3499,5,0.8726240
1,,,,,151,15003,081,sctg3499,11,0.0000540
1,,,,,151,15003,081,sctg3499,5,1.0427740
1,,,,,151,15003,089,sctg3499,11,0.0046090
1,,,,,151,15003,089,sctg3499,5,1.6559630
1,,,,,151,15003,091,sctg3499,11,0.0000540
1,,,,,151,15003,091,sctg3499,5,0.0313990
1,,,,,151,15003,092,sctg3499,11,0.0000460
1,,,,,151,15003,092,sctg3499,5,0.1327920
1,,,,,151,15003,099,sctg3499,5,0.3226790
1,,,,,151,15003,101,sctg3499,5,0.0547750
1,,,,,151,15003,109,sctg3499,5,0.0000460
1,,,,,151,15003,111,sctg3499,11,0.0001350
1,,,,,151,15003,111,sctg3499,5,0.1796830
1,,,,,151,15003,121,sctg3499,5,0.3797020
1,,,,,151,15003,122,sctg3499,11,0.0047370
1,,,,,151,15003,122,sctg3499,5,0.1243390
1,,,,,151,15003,123,sctg3499,5,0.3990240
1,,,,,151,15003,124,sctg3499,11,0.0011660
1,,,,,151,15003,124,sctg3499,5,0.2122580
1,,,,,151,15003,129,sctg3499,11,0.0000540
