trade_type,dms_origst,dms_destst,dms_mode,sctg2,fr_orig,fr_dest,fr_inmode,fr_outmode,tons_2024,current_value_2024
Import flows,Hawaii,South Carolina,Multiple modes & mail,Alcoholic beverages,Europe,,Water,,0,0
Import flows,Hawaii,Texas,Water,Alcoholic beverages,Europe,,Water,,26.545,144992
Import flows,Hawaii,Texas,Multiple modes & mail,Alcoholic beverages,Europe,,Water,,24.246,132439
Import flows,Hawaii,Washington,Air (include truck-air),Alcoholic beverages,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Washington,Multiple modes & mail,Alcoholic beverages,Europe,,Water,,0,0
Import flows,Hawaii,Wisconsin,Multiple modes & mail,Alcoholic beverages,Europe,,Water,,0,0
Import flows,Kentucky,Hawaii,Air (include truck-air),Alcoholic beverages,Europe,,Air (include truck-air),,3.118,12559
Import flows,Louisiana,Hawaii,Multiple modes & mail,Alcoholic beverages,Europe,,Water,,0,0
Import flows,New Jersey,Hawaii,Water,Alcoholic beverages,Europe,,Water,,4.751,25848
Import flows,New York,Hawaii,Air (include truck-air),Alcoholic beverages,Europe,,Air (include truck-air),,1.502,6051
Import flows,Oregon,Hawaii,Air (include truck-air),Alcoholic beverages,Europe,,Air (include truck-air),,0,0
Import flows,Tennessee,Hawaii,Air (include truck-air),Alcoholic beverages,Europe,,Air (include truck-air),,24.973,100580
Import flows,Texas,Hawaii,Water,Alcoholic beverages,Europe,,Water,,0.077,2116
Import flows,Texas,Hawaii,Air (include truck-air),Alcoholic beverages,Europe,,Air (include truck-air),,0,0
Import flows,California,Hawaii,Multiple modes & mail,Alcoholic beverages,Africa,,Water,,0.233,1731
Import flows,California,Hawaii,Water,Alcoholic beverages,Eastern Asia,,Water,,1.972,14634
Import flows,California,Hawaii,Multiple modes & mail,Alcoholic beverages,Eastern Asia,,Water,,4.44,32953
Import flows,Hawaii,California,Water,Alcoholic beverages,Eastern Asia,,Water,,86.755,473860
Import flows,Hawaii,California,Air (include truck-air),Alcoholic beverages,Eastern Asia,,Air (include truck-air),,4.713,18985
Import flows,Hawaii,California,Multiple modes & mail,Alcoholic beverages,Eastern Asia,,Water,,132.764,725169
Import flows,Hawaii,Washington DC,Air (include truck-air),Alcoholic beverages,Eastern Asia,,Air (include truck-air),,0.679,2733
Import flows,Hawaii,Hawaii,Truck,Alcoholic beverages,Eastern Asia,,Water,,394.787,2156345
Import flows,Hawaii,Hawaii,Truck,Alcoholic beverages,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Water,Alcoholic beverages,Eastern Asia,,Water,,72.552,396282
Import flows,Hawaii,Hawaii,Water,Alcoholic beverages,Eastern Asia,,Water,,56.903,310808
Import flows,Hawaii,Hawaii,Air (include truck-air),Alcoholic beverages,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Alcoholic beverages,Eastern Asia,,Water,,36.276,198141
Import flows,Hawaii,Hawaii,Multiple modes & mail,Alcoholic beverages,Eastern Asia,,Water,,166.752,910810
Import flows,Hawaii,Indiana,Air (include truck-air),Alcoholic beverages,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Kentucky,Air (include truck-air),Alcoholic beverages,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Maryland,Multiple modes & mail,Alcoholic beverages,Eastern Asia,,Water,,0.719,3927
Import flows,Hawaii,New York,Water,Alcoholic beverages,Eastern Asia,,Water,,1.772,9679
Import flows,Hawaii,New York,Air (include truck-air),Alcoholic beverages,Eastern Asia,,Air (include truck-air),,2.021,8140
Import flows,Hawaii,New York,Multiple modes & mail,Alcoholic beverages,Eastern Asia,,Water,,0.331,1806
Import flows,Hawaii,Ohio,Air (include truck-air),Alcoholic beverages,Eastern Asia,,Air (include truck-air),,1.741,7010
Import flows,Kentucky,Hawaii,Air (include truck-air),Alcoholic beverages,Eastern Asia,,Air (include truck-air),,0.393,1584
Import flows,New Jersey,Hawaii,Water,Alcoholic beverages,Eastern Asia,,Water,,0,0
Import flows,California,Hawaii,Water,Alcoholic beverages,SE Asia & Oceania,,Water,,111.12,638618
Import flows,California,Hawaii,Air (include truck-air),Alcoholic beverages,SE Asia & Oceania,,Air (include truck-air),,0,0
Import flows,California,Hawaii,Multiple modes & mail,Alcoholic beverages,SE Asia & Oceania,,Water,,0.846,6277
Import flows,Hawaii,California,Water,Alcoholic beverages,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,California,Multiple modes & mail,Alcoholic beverages,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Alcoholic beverages,SE Asia & Oceania,,Water,,135.746,741453
Import flows,Hawaii,Hawaii,Water,Alcoholic beverages,SE Asia & Oceania,,Water,,24.947,136260
Import flows,Hawaii,Hawaii,Water,Alcoholic beverages,SE Asia & Oceania,,Water,,19.566,106870
Import flows,Hawaii,Hawaii,Multiple modes & mail,Alcoholic beverages,SE Asia & Oceania,,Water,,12.473,68130
Import flows,Hawaii,Hawaii,Multiple modes & mail,Alcoholic beverages,SE Asia & Oceania,,Water,,57.337,313180
Import flows,Hawaii,Illinois,Multiple modes & mail,Alcoholic beverages,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Minnesota,Water,Alcoholic beverages,SE Asia & Oceania,,Water,,47.819,261188
Import flows,Hawaii,Minnesota,Multiple modes & mail,Alcoholic beverages,SE Asia & Oceania,,Water,,33.018,180345
Import flows,Hawaii,Missouri,Multiple modes & mail,Alcoholic beverages,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,New Jersey,Multiple modes & mail,Alcoholic beverages,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,New York,Water,Alcoholic beverages,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,New York,Air (include truck-air),Alcoholic beverages,SE Asia & Oceania,,Air (include truck-air),,0,0
Import flows,Hawaii,New York,Multiple modes & mail,Alcoholic beverages,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Washington,Multiple modes & mail,Alcoholic beverages,SE Asia & Oceania,,Water,,0,0
Import flows,Kentucky,Hawaii,Air (include truck-air),Alcoholic beverages,SE Asia & Oceania,,Air (include truck-air),,0.418,1685
Import flows,Tennessee,Hawaii,Air (include truck-air),Alcoholic beverages,SE Asia & Oceania,,Air (include truck-air),,0,0
Import flows,Florida,Hawaii,Air (include truck-air),Tobacco prods.,Rest of Americas,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Truck,Tobacco prods.,Rest of Americas,,Air (include truck-air),,0.495,90161
Import flows,Hawaii,Hawaii,Air (include truck-air),Tobacco prods.,Rest of Americas,,Air (include truck-air),,0.22,40040
Import flows,Hawaii,Texas,Air (include truck-air),Tobacco prods.,Rest of Americas,,Air (include truck-air),,0,0
Import flows,Kentucky,Hawaii,Air (include truck-air),Tobacco prods.,Rest of Americas,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Truck,Tobacco prods.,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Air (include truck-air),Tobacco prods.,Europe,,Air (include truck-air),,0,0
Import flows,New Jersey,Hawaii,Multiple modes & mail,Tobacco prods.,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Tobacco prods.,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Tobacco prods.,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Tobacco prods.,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Air (include truck-air),Tobacco prods.,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Tobacco prods.,Eastern Asia,,Water,,0.938,5122
Import flows,Hawaii,Hawaii,Multiple modes & mail,Tobacco prods.,Eastern Asia,,Water,,0.416,2275
Import flows,Hawaii,Florida,Air (include truck-air),Tobacco prods.,SE Asia & Oceania,,Air (include truck-air),,0.984,27906
Import flows,Hawaii,Florida,Multiple modes & mail,Tobacco prods.,SE Asia & Oceania,,Water,,3.953,21590
Import flows,Hawaii,Hawaii,Truck,Tobacco prods.,SE Asia & Oceania,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Air (include truck-air),Tobacco prods.,SE Asia & Oceania,,Air (include truck-air),,0,0
Import flows,California,Hawaii,Water,Building stone,Mexico,,Water,,0,0
Import flows,California,Hawaii,Water,Building stone,Rest of Americas,,Water,,0,0
Import flows,Florida,Hawaii,Multiple modes & mail,Building stone,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Building stone,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Building stone,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Building stone,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Building stone,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Building stone,Rest of Americas,,Water,,0,0
Import flows,California,Hawaii,Water,Building stone,Europe,,Water,,0,0
Import flows,Hawaii,California,Water,Building stone,Europe,,Water,,0,0
Import flows,Hawaii,California,Multiple modes & mail,Building stone,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Building stone,Europe,,Water,,167.312,8996
Import flows,Hawaii,Hawaii,Truck,Building stone,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Water,Building stone,Europe,,Water,,4.766,256
Import flows,Hawaii,Hawaii,Water,Building stone,Europe,,Water,,44.115,2372
Import flows,Hawaii,Hawaii,Air (include truck-air),Building stone,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Building stone,Europe,,Water,,14.184,763
Import flows,Hawaii,Hawaii,Multiple modes & mail,Building stone,Europe,,Water,,38.604,2076
Import flows,California,Hawaii,Water,Building stone,SW & Central Asia,,Water,,5.096,5034
Import flows,Hawaii,Hawaii,Truck,Building stone,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Building stone,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Building stone,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Building stone,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Building stone,SW & Central Asia,,Water,,0,0
Import flows,New Jersey,Hawaii,Multiple modes & mail,Building stone,SW & Central Asia,,Water,,29.785,17146
Import flows,Hawaii,California,Water,Building stone,Eastern Asia,,Water,,0,0
Import flows,Hawaii,California,Multiple modes & mail,Building stone,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Building stone,Eastern Asia,,Water,,2256.097,121310
Import flows,Hawaii,Hawaii,Truck,Building stone,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Water,Building stone,Eastern Asia,,Water,,64.265,3455
Import flows,Hawaii,Hawaii,Water,Building stone,Eastern Asia,,Water,,594.868,31986
Import flows,Hawaii,Hawaii,Air (include truck-air),Building stone,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Building stone,Eastern Asia,,Water,,191.267,10284
Import flows,Hawaii,Hawaii,Multiple modes & mail,Building stone,Eastern Asia,,Water,,520.548,27990
Import flows,Hawaii,Nevada,Multiple modes & mail,Building stone,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Arizona,Multiple modes & mail,Building stone,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Building stone,SE Asia & Oceania,,Water,,108.186,5817
Import flows,Hawaii,Hawaii,Water,Building stone,SE Asia & Oceania,,Water,,3.082,166
Import flows,Hawaii,Hawaii,Water,Building stone,SE Asia & Oceania,,Water,,28.526,1534
Import flows,Hawaii,Hawaii,Multiple modes & mail,Building stone,SE Asia & Oceania,,Water,,9.172,493
Import flows,Hawaii,Hawaii,Multiple modes & mail,Building stone,SE Asia & Oceania,,Water,,24.962,1342
Import flows,Hawaii,Hawaii,Truck,Natural sands,Canada,,Water,,12424.326,674106
Import flows,Hawaii,Hawaii,Water,Natural sands,Canada,,Water,,1032.728,55529
Import flows,Hawaii,Hawaii,Water,Natural sands,Canada,,Water,,3980.874,227683
Import flows,Hawaii,Hawaii,Multiple modes & mail,Natural sands,Canada,,Water,,516.36,27765
Import flows,Hawaii,Hawaii,Multiple modes & mail,Natural sands,Canada,,Water,,2564.241,137878
Import flows,Hawaii,Nebraska,Multiple modes & mail,Natural sands,Canada,,Water,,0,0
Import flows,Hawaii,Washington,Water,Natural sands,Canada,,Water,,0,0
Import flows,Hawaii,Washington,Multiple modes & mail,Natural sands,Canada,,Water,,0,0
Import flows,Florida,Hawaii,Multiple modes & mail,Natural sands,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Natural sands,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Natural sands,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Natural sands,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Natural sands,Eastern Asia,,Water,,0,0
Import flows,Hawaii,California,Water,Natural sands,SE Asia & Oceania,,Water,,1071.341,57605
Import flows,Hawaii,California,Multiple modes & mail,Natural sands,SE Asia & Oceania,,Water,,31.976,1719
Import flows,Hawaii,Hawaii,Truck,Natural sands,SE Asia & Oceania,,Water,,14844.965,798209
Import flows,Hawaii,Hawaii,Water,Natural sands,SE Asia & Oceania,,Water,,1252.875,67367
Import flows,Hawaii,Hawaii,Water,Natural sands,SE Asia & Oceania,,Water,,4316.399,232091
Import flows,Hawaii,Hawaii,Multiple modes & mail,Natural sands,SE Asia & Oceania,,Water,,626.433,33683
Import flows,Hawaii,Hawaii,Multiple modes & mail,Natural sands,SE Asia & Oceania,,Water,,3110.862,167270
Import flows,Hawaii,Hawaii,Truck,Gravel,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Gravel,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Gravel,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gravel,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gravel,Canada,,Water,,0,0
Import flows,Hawaii,Nevada,Multiple modes & mail,Gravel,Canada,,Water,,6085.132,523341
Import flows,Hawaii,Hawaii,Truck,Gravel,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Gravel,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Gravel,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gravel,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gravel,Rest of Americas,,Water,,0,0
Import flows,New Jersey,Hawaii,Multiple modes & mail,Gravel,Rest of Americas,,Water,,30.413,17508
Import flows,California,Hawaii,Water,Gravel,Eastern Asia,,Water,,5.908,5835
Import flows,California,Hawaii,Multiple modes & mail,Gravel,Eastern Asia,,Water,,13.303,13140
Import flows,Hawaii,Hawaii,Truck,Gravel,Eastern Asia,,Water,,6472.176,348007
Import flows,Hawaii,Hawaii,Water,Gravel,Eastern Asia,,Water,,1105.415,59438
Import flows,Hawaii,Hawaii,Water,Gravel,Eastern Asia,,Water,,2337.161,125668
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gravel,Eastern Asia,,Water,,552.706,29719
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gravel,Eastern Asia,,Water,,1273.51,68476
Import flows,New Jersey,Hawaii,Multiple modes & mail,Gravel,Eastern Asia,,Water,,88.115,50725
Import flows,Hawaii,Hawaii,Truck,Gravel,SE Asia & Oceania,,Water,,1634.089,87864
Import flows,Hawaii,Hawaii,Water,Gravel,SE Asia & Oceania,,Water,,279.094,15007
Import flows,Hawaii,Hawaii,Water,Gravel,SE Asia & Oceania,,Water,,590.084,31729
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gravel,SE Asia & Oceania,,Water,,139.547,7503
Import flows,Hawaii,Hawaii,Multiple modes & mail,Gravel,SE Asia & Oceania,,Water,,321.534,17289
Import flows,California,Hawaii,Water,Nonmetallic minerals,Canada,,Water,,0,0
Import flows,California,Hawaii,Multiple modes & mail,Nonmetallic minerals,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Nonmetallic minerals,Canada,,Water,,225.707,12136
Import flows,Hawaii,Hawaii,Water,Nonmetallic minerals,Canada,,Water,,43.157,2321
Import flows,Hawaii,Hawaii,Water,Nonmetallic minerals,Canada,,Water,,80.812,4345
Import flows,Hawaii,Hawaii,Multiple modes & mail,Nonmetallic minerals,Canada,,Water,,21.674,1165
Import flows,Hawaii,Hawaii,Multiple modes & mail,Nonmetallic minerals,Canada,,Water,,48.217,2593
Import flows,Idaho,Hawaii,Multiple modes & mail,Nonmetallic minerals,Canada,,Truck,,0,0
Import flows,Kentucky,Hawaii,Air (include truck-air),Nonmetallic minerals,Canada,,Air (include truck-air),,0,0
Import flows,Washington,Hawaii,Air (include truck-air),Nonmetallic minerals,Canada,,Truck,,0,0
Import flows,Washington,Hawaii,Multiple modes & mail,Nonmetallic minerals,Canada,,Truck,,43.999,9600
Import flows,Hawaii,Hawaii,Truck,Nonmetallic minerals,Rest of Americas,,Water,,60.839,3271
Import flows,Hawaii,Hawaii,Water,Nonmetallic minerals,Rest of Americas,,Water,,11.633,625
Import flows,Hawaii,Hawaii,Water,Nonmetallic minerals,Rest of Americas,,Water,,21.783,1171
Import flows,Hawaii,Hawaii,Multiple modes & mail,Nonmetallic minerals,Rest of Americas,,Water,,5.842,314
Import flows,Hawaii,Hawaii,Multiple modes & mail,Nonmetallic minerals,Rest of Americas,,Water,,12.997,699
Import flows,Louisiana,Hawaii,Air (include truck-air),Nonmetallic minerals,Rest of Americas,,Air (include truck-air),,0,0
Import flows,Tennessee,Hawaii,Air (include truck-air),Nonmetallic minerals,Rest of Americas,,Air (include truck-air),,17.933,3142
Import flows,Texas,Hawaii,Air (include truck-air),Nonmetallic minerals,Rest of Americas,,Air (include truck-air),,0,0
Import flows,California,Hawaii,Water,Nonmetallic minerals,Europe,,Water,,181.116,33245
Import flows,California,Hawaii,Multiple modes & mail,Nonmetallic minerals,Europe,,Water,,0,0
Import flows,Hawaii,Arkansas,Multiple modes & mail,Nonmetallic minerals,Europe,,Water,,503.053,27049
Import flows,Hawaii,California,Water,Nonmetallic minerals,Europe,,Water,,0,0
Import flows,Hawaii,California,Multiple modes & mail,Nonmetallic minerals,Europe,,Water,,0,0
Import flows,Hawaii,Florida,Multiple modes & mail,Nonmetallic minerals,Europe,,Water,,290.963,15646
Import flows,Hawaii,Georgia,Air (include truck-air),Nonmetallic minerals,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Truck,Nonmetallic minerals,Europe,,Water,,692.719,37247
Import flows,Hawaii,Hawaii,Truck,Nonmetallic minerals,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Water,Nonmetallic minerals,Europe,,Water,,132.454,7122
Import flows,Hawaii,Hawaii,Water,Nonmetallic minerals,Europe,,Water,,248.02,13336
Import flows,Hawaii,Hawaii,Air (include truck-air),Nonmetallic minerals,Europe,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Nonmetallic minerals,Europe,,Water,,66.521,3577
Import flows,Hawaii,Hawaii,Multiple modes & mail,Nonmetallic minerals,Europe,,Water,,147.982,7957
Import flows,Hawaii,Texas,Water,Nonmetallic minerals,Europe,,Water,,82.743,4449
Import flows,Hawaii,Texas,Multiple modes & mail,Nonmetallic minerals,Europe,,Water,,246.959,13279
Import flows,Illinois,Hawaii,Multiple modes & mail,Nonmetallic minerals,Europe,,Water,,0,0
Import flows,Kentucky,Hawaii,Air (include truck-air),Nonmetallic minerals,Europe,,Air (include truck-air),,0,0
Import flows,New York,Hawaii,Air (include truck-air),Nonmetallic minerals,Europe,,Air (include truck-air),,0,0
Import flows,Tennessee,Hawaii,Air (include truck-air),Nonmetallic minerals,Europe,,Air (include truck-air),,0,0
Import flows,Texas,Hawaii,Multiple modes & mail,Nonmetallic minerals,Europe,,Water,,0,0
Import flows,California,Hawaii,Water,Nonmetallic minerals,SW & Central Asia,,Water,,0,0
Import flows,California,Hawaii,Multiple modes & mail,Nonmetallic minerals,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Nonmetallic minerals,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Nonmetallic minerals,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Nonmetallic minerals,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Nonmetallic minerals,SW & Central Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Nonmetallic minerals,SW & Central Asia,,Water,,0,0
Import flows,California,Hawaii,Water,Nonmetallic minerals,Eastern Asia,,Water,,0,0
Import flows,California,Hawaii,Air (include truck-air),Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,California,Hawaii,Multiple modes & mail,Nonmetallic minerals,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Arizona,Air (include truck-air),Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,59.354,10400
Import flows,Hawaii,California,Water,Nonmetallic minerals,Eastern Asia,,Water,,0,0
Import flows,Hawaii,California,Air (include truck-air),Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,42.033,7364
Import flows,Hawaii,California,Multiple modes & mail,Nonmetallic minerals,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Delaware,Air (include truck-air),Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Florida,Air (include truck-air),Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Georgia,Air (include truck-air),Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Truck,Nonmetallic minerals,Eastern Asia,,Water,,2691.93,144744
Import flows,Hawaii,Hawaii,Truck,Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Water,Nonmetallic minerals,Eastern Asia,,Water,,514.719,27676
Import flows,Hawaii,Hawaii,Water,Nonmetallic minerals,Eastern Asia,,Water,,963.812,51824
Import flows,Hawaii,Hawaii,Air (include truck-air),Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Nonmetallic minerals,Eastern Asia,,Water,,258.503,13900
Import flows,Hawaii,Hawaii,Multiple modes & mail,Nonmetallic minerals,Eastern Asia,,Water,,575.064,30921
Import flows,Hawaii,Illinois,Air (include truck-air),Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,68.487,12000
Import flows,Hawaii,Maryland,Air (include truck-air),Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Massachusetts,Air (include truck-air),Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,New York,Air (include truck-air),Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,11.383,1995
Import flows,Hawaii,North Carolina,Air (include truck-air),Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Ohio,Air (include truck-air),Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Washington,Water,Nonmetallic minerals,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Washington,Air (include truck-air),Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Washington,Multiple modes & mail,Nonmetallic minerals,Eastern Asia,,Water,,0,0
Import flows,Illinois,Hawaii,Multiple modes & mail,Nonmetallic minerals,Eastern Asia,,Water,,0,0
Import flows,Kentucky,Hawaii,Air (include truck-air),Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Tennessee,Hawaii,Air (include truck-air),Nonmetallic minerals,Eastern Asia,,Air (include truck-air),,0,0
Import flows,Hawaii,Hawaii,Truck,Nonmetallic minerals,SE Asia & Oceania,,Water,,450.214,24208
Import flows,Hawaii,Hawaii,Water,Nonmetallic minerals,SE Asia & Oceania,,Water,,86.085,4629
Import flows,Hawaii,Hawaii,Water,Nonmetallic minerals,SE Asia & Oceania,,Water,,161.194,8667
Import flows,Hawaii,Hawaii,Multiple modes & mail,Nonmetallic minerals,SE Asia & Oceania,,Water,,43.234,2325
Import flows,Hawaii,Hawaii,Multiple modes & mail,Nonmetallic minerals,SE Asia & Oceania,,Water,,96.177,5171
Import flows,Hawaii,Indiana,Air (include truck-air),Nonmetallic minerals,SE Asia & Oceania,,Air (include truck-air),,17.549,3075
Import flows,Hawaii,Indiana,Multiple modes & mail,Nonmetallic minerals,SE Asia & Oceania,,Water,,1173.059,63075
Import flows,Hawaii,New York,Air (include truck-air),Nonmetallic minerals,SE Asia & Oceania,,Air (include truck-air),,0,0
Import flows,Hawaii,Texas,Water,Nonmetallic minerals,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Texas,Multiple modes & mail,Nonmetallic minerals,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Metallic ores,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Metallic ores,Eastern Asia,,Water,,0,0
Import flows,Hawaii,Texas,Water,Coal,Canada,,Water,,0,0
Import flows,Hawaii,Texas,Multiple modes & mail,Coal,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Coal,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Coal,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Coal,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Coal,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Coal,Europe,,Water,,0,0
Import flows,Hawaii,Hawaii,Truck,Coal,Eastern Asia,,Water,,50.657,4791
Import flows,Hawaii,Hawaii,Water,Coal,Eastern Asia,,Water,,10.131,958
Import flows,Hawaii,Hawaii,Water,Coal,Eastern Asia,,Water,,19.497,1844
Import flows,Hawaii,Hawaii,Multiple modes & mail,Coal,Eastern Asia,,Water,,5.066,479
Import flows,Hawaii,Hawaii,Multiple modes & mail,Coal,Eastern Asia,,Water,,9.749,922
Import flows,Hawaii,Hawaii,Truck,Coal,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Coal,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Hawaii,Water,Coal,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Coal,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Hawaii,Multiple modes & mail,Coal,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Texas,Water,Coal,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Texas,Multiple modes & mail,Coal,SE Asia & Oceania,,Water,,0,0
Import flows,Hawaii,Texas,Multiple modes & mail,Crude petroleum,Canada,,Water,,0,0
Import flows,Hawaii,Hawaii,No domestic mode,Crude petroleum,Mexico,,Water,,0,0
Import flows,California,Hawaii,Water,Crude petroleum,Rest of Americas,,Water,,0,0
Import flows,Hawaii,California,Water,Crude petroleum,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Florida,Multiple modes & mail,Crude petroleum,Rest of Americas,,Water,,0,0
Import flows,Hawaii,Hawaii,No domestic mode,Crude petroleum,Rest of Americas,,Water,,0,0
