trade_type,dms_origst,dms_destst,dms_mode,sctg2,fr_orig,fr_dest,fr_inmode,fr_outmode,tons_2024,current_value_2024
Domestic flows,Hawaii,Pennsylvania,Air (include truck-air),Alcoholic beverages,,,,,0.244,27010
Domestic flows,Hawaii,Wyoming,Air (include truck-air),Alcoholic beverages,,,,,0.147,417
Domestic flows,Illinois,Hawaii,Air (include truck-air),Alcoholic beverages,,,,,0.388,4933
Domestic flows,Kentucky,Hawaii,Air (include truck-air),Alcoholic beverages,,,,,118.867,2363441
Domestic flows,Kentucky,Hawaii,Multiple modes & mail,Alcoholic beverages,,,,,9047.728,16825798
Domestic flows,Missouri,Hawaii,Air (include truck-air),Alcoholic beverages,,,,,726.816,3420357
Domestic flows,Missouri,Hawaii,Multiple modes & mail,Alcoholic beverages,,,,,9.067,756729
Domestic flows,New Jersey,Hawaii,Air (include truck-air),Alcoholic beverages,,,,,3123.704,66142917
Domestic flows,New Jersey,Hawaii,Multiple modes & mail,Alcoholic beverages,,,,,66.04,52688
Domestic flows,New York,Hawaii,Multiple modes & mail,Alcoholic beverages,,,,,13.111,2089927
Domestic flows,Oregon,Hawaii,Air (include truck-air),Alcoholic beverages,,,,,2.433,625
Domestic flows,Oregon,Hawaii,Multiple modes & mail,Alcoholic beverages,,,,,39.461,15273
Domestic flows,Pennsylvania,Hawaii,Air (include truck-air),Alcoholic beverages,,,,,44.308,59346
Domestic flows,Tennessee,Hawaii,Multiple modes & mail,Alcoholic beverages,,,,,869.346,192427
Domestic flows,Texas,Hawaii,Multiple modes & mail,Alcoholic beverages,,,,,17201.887,9183520
Domestic flows,Virginia,Hawaii,Air (include truck-air),Alcoholic beverages,,,,,353.267,6241193
Domestic flows,Washington,Hawaii,Air (include truck-air),Alcoholic beverages,,,,,1114.063,2964512
Domestic flows,Washington,Hawaii,Multiple modes & mail,Alcoholic beverages,,,,,4.572,455485
Domestic flows,Hawaii,Alabama,Multiple modes & mail,Tobacco prods.,,,,,0.614,43816
Domestic flows,Hawaii,Arizona,Multiple modes & mail,Tobacco prods.,,,,,31.38,7254810
Domestic flows,Hawaii,California,Multiple modes & mail,Tobacco prods.,,,,,91.914,19734703
Domestic flows,Hawaii,Colorado,Multiple modes & mail,Tobacco prods.,,,,,0.034,165
Domestic flows,Hawaii,Delaware,Multiple modes & mail,Tobacco prods.,,,,,0.388,74944
Domestic flows,Hawaii,Florida,Multiple modes & mail,Tobacco prods.,,,,,39.034,8798050
Domestic flows,Hawaii,Georgia,Multiple modes & mail,Tobacco prods.,,,,,43.994,10482336
Domestic flows,Hawaii,Hawaii,Truck,Tobacco prods.,,,,,700.94,150218516
Domestic flows,Hawaii,Hawaii,Multiple modes & mail,Tobacco prods.,,,,,11.524,2375963
Domestic flows,Hawaii,Hawaii,Multiple modes & mail,Tobacco prods.,,,,,206.657,13056343
Domestic flows,Hawaii,Idaho,Multiple modes & mail,Tobacco prods.,,,,,0.279,64460
Domestic flows,Hawaii,Illinois,Multiple modes & mail,Tobacco prods.,,,,,16.553,3453379
Domestic flows,Hawaii,Indiana,Multiple modes & mail,Tobacco prods.,,,,,19.43,4464147
Domestic flows,Hawaii,Kansas,Multiple modes & mail,Tobacco prods.,,,,,1.064,223811
Domestic flows,Hawaii,Kentucky,Multiple modes & mail,Tobacco prods.,,,,,10.257,2507719
Domestic flows,Hawaii,Louisiana,Multiple modes & mail,Tobacco prods.,,,,,3.203,776024
Domestic flows,Hawaii,Maryland,Multiple modes & mail,Tobacco prods.,,,,,1.289,282140
Domestic flows,Hawaii,Massachusetts,Multiple modes & mail,Tobacco prods.,,,,,6.677,1459271
Domestic flows,Hawaii,Michigan,Multiple modes & mail,Tobacco prods.,,,,,0.696,149010
Domestic flows,Hawaii,Minnesota,Multiple modes & mail,Tobacco prods.,,,,,0.127,25089
Domestic flows,Hawaii,Missouri,Multiple modes & mail,Tobacco prods.,,,,,0.131,906
Domestic flows,Hawaii,Nebraska,Multiple modes & mail,Tobacco prods.,,,,,1.439,249684
Domestic flows,Hawaii,Nevada,Multiple modes & mail,Tobacco prods.,,,,,27.905,5495717
Domestic flows,Hawaii,New Hampshire,Multiple modes & mail,Tobacco prods.,,,,,5.411,1213408
Domestic flows,Hawaii,New Jersey,Multiple modes & mail,Tobacco prods.,,,,,0.189,42946
Domestic flows,Hawaii,New Mexico,Multiple modes & mail,Tobacco prods.,,,,,74.477,16043445
Domestic flows,Hawaii,New York,Multiple modes & mail,Tobacco prods.,,,,,32.083,7013739
Domestic flows,Hawaii,North Carolina,Multiple modes & mail,Tobacco prods.,,,,,5.545,1265045
Domestic flows,Hawaii,Ohio,Multiple modes & mail,Tobacco prods.,,,,,12.076,2720360
Domestic flows,Hawaii,Oklahoma,Multiple modes & mail,Tobacco prods.,,,,,2.352,516599
Domestic flows,Hawaii,Oregon,Multiple modes & mail,Tobacco prods.,,,,,0.034,127
Domestic flows,Hawaii,Pennsylvania,Multiple modes & mail,Tobacco prods.,,,,,8.634,1948954
Domestic flows,Hawaii,Rhode Island,Multiple modes & mail,Tobacco prods.,,,,,0.19,714
Domestic flows,Hawaii,South Carolina,Multiple modes & mail,Tobacco prods.,,,,,29.113,6725187
Domestic flows,Hawaii,Tennessee,Multiple modes & mail,Tobacco prods.,,,,,9.161,1875146
Domestic flows,Hawaii,Texas,Multiple modes & mail,Tobacco prods.,,,,,4,842490
Domestic flows,Hawaii,Virginia,Multiple modes & mail,Tobacco prods.,,,,,31.69,6668605
Domestic flows,Hawaii,Washington,Multiple modes & mail,Tobacco prods.,,,,,65.033,14057804
Domestic flows,Hawaii,Wisconsin,Multiple modes & mail,Tobacco prods.,,,,,5.485,1194554
Domestic flows,Missouri,Hawaii,Air (include truck-air),Tobacco prods.,,,,,12.678,3790609
Domestic flows,New York,Hawaii,Multiple modes & mail,Tobacco prods.,,,,,0.034,120
Domestic flows,Ohio,Hawaii,Multiple modes & mail,Tobacco prods.,,,,,0.064,179
Domestic flows,Pennsylvania,Hawaii,Air (include truck-air),Tobacco prods.,,,,,6.773,4505384
Domestic flows,South Carolina,Hawaii,Multiple modes & mail,Tobacco prods.,,,,,3.889,844969
Domestic flows,Tennessee,Hawaii,Air (include truck-air),Tobacco prods.,,,,,152.841,6763390
Domestic flows,Virginia,Hawaii,Air (include truck-air),Tobacco prods.,,,,,0.077,119
Domestic flows,Virginia,Hawaii,Multiple modes & mail,Tobacco prods.,,,,,0.053,2190
Domestic flows,Wisconsin,Hawaii,Multiple modes & mail,Tobacco prods.,,,,,8.47,2026790
Domestic flows,Hawaii,Hawaii,Truck,Building stone,,,,,18388.793,21426260
Domestic flows,California,Hawaii,Multiple modes & mail,Natural sands,,,,,8528.368,4047590
Domestic flows,Georgia,Hawaii,Multiple modes & mail,Natural sands,,,,,45.658,221040
Domestic flows,Hawaii,Hawaii,Truck,Natural sands,,,,,422428.761,23531997
Domestic flows,Virginia,Hawaii,Multiple modes & mail,Natural sands,,,,,0.056,166
Domestic flows,Hawaii,Hawaii,Truck,Gravel,,,,,3498412.937,77601768
Domestic flows,Hawaii,Hawaii,Truck,Nonmetallic minerals,,,,,572093.349,43897898
Domestic flows,Hawaii,Hawaii,Water,Nonmetallic minerals,,,,,0.071,103
Domestic flows,Hawaii,Hawaii,Multiple modes & mail,Nonmetallic minerals,,,,,10.851,904389
Domestic flows,Hawaii,Hawaii,Multiple modes & mail,Nonmetallic minerals,,,,,59346.405,6769349
Domestic flows,Nevada,Hawaii,Multiple modes & mail,Nonmetallic minerals,,,,,792.702,115232
Domestic flows,Hawaii,Hawaii,Truck,Metallic ores,,,,,958.253,8541148
Domestic flows,Hawaii,Hawaii,Multiple modes & mail,Metallic ores,,,,,0.049,174
Domestic flows,Minnesota,Hawaii,Air (include truck-air),Metallic ores,,,,,0.048,1366
Domestic flows,Minnesota,Hawaii,Multiple modes & mail,Metallic ores,,,,,0.048,1339
Domestic flows,Alaska,Hawaii,Water,Crude petroleum,,,,,387601.368,184063820
Domestic flows,Texas,Hawaii,Water,Crude petroleum,,,,,1661.309,806550
Domestic flows,Hawaii,Hawaii,Truck,Gasoline,,,,,8068172.878,5070209844
Domestic flows,Hawaii,Hawaii,Water,Gasoline,,,,,524.954,115751
Domestic flows,Hawaii,Hawaii,Multiple modes & mail,Gasoline,,,,,8829.287,7628337
Domestic flows,Hawaii,Hawaii,Pipeline,Gasoline,,,,,5009248.783,2692711175
Domestic flows,Hawaii,Hawaii,Truck,Fuel oils,,,,,342717.928,325028545
Domestic flows,Hawaii,Hawaii,Multiple modes & mail,Fuel oils,,,,,46219.444,89668489
Domestic flows,Hawaii,Hawaii,Pipeline,Fuel oils,,,,,840560.051,576570073
Domestic flows,California,Hawaii,Multiple modes & mail,Natural gas and other fossil products,,,,,19135.822,65452383
Domestic flows,Hawaii,Hawaii,Truck,Natural gas and other fossil products,,,,,379606.934,311565589
Domestic flows,Hawaii,Hawaii,Water,Natural gas and other fossil products,,,,,32184.964,9554131
Domestic flows,Hawaii,Hawaii,Water,Natural gas and other fossil products,,,,,14421.098,11428674
Domestic flows,Hawaii,Hawaii,Air (include truck-air),Natural gas and other fossil products,,,,,564.859,54757
Domestic flows,Hawaii,Hawaii,Multiple modes & mail,Natural gas and other fossil products,,,,,0.045,94
Domestic flows,Hawaii,Hawaii,Multiple modes & mail,Natural gas and other fossil products,,,,,8502.783,15422887
Domestic flows,Hawaii,Hawaii,Pipeline,Natural gas and other fossil products,,,,,15299.277,7450013
Domestic flows,Hawaii,New Mexico,Multiple modes & mail,Natural gas and other fossil products,,,,,0.05,344
Domestic flows,Indiana,Hawaii,Multiple modes & mail,Natural gas and other fossil products,,,,,0.715,8711
Domestic flows,Kansas,Hawaii,Air (include truck-air),Natural gas and other fossil products,,,,,5.249,1231206
Domestic flows,Kansas,Hawaii,Multiple modes & mail,Natural gas and other fossil products,,,,,661.86,6421
Domestic flows,Maryland,Hawaii,Multiple modes & mail,Natural gas and other fossil products,,,,,13447.999,124850
Domestic flows,Michigan,Hawaii,Air (include truck-air),Natural gas and other fossil products,,,,,0.656,930
Domestic flows,Oregon,Hawaii,Multiple modes & mail,Natural gas and other fossil products,,,,,381.189,2009
Domestic flows,Pennsylvania,Hawaii,Multiple modes & mail,Natural gas and other fossil products,,,,,178.042,38498
Domestic flows,Tennessee,Hawaii,Multiple modes & mail,Natural gas and other fossil products,,,,,442.886,1872627
Domestic flows,Texas,Hawaii,Multiple modes & mail,Natural gas and other fossil products,,,,,72.068,864385
Domestic flows,California,Hawaii,Air (include truck-air),Basic chemicals,,,,,26.16,859386
Domestic flows,California,Hawaii,Multiple modes & mail,Basic chemicals,,,,,517.308,4181626
Domestic flows,Georgia,Hawaii,Multiple modes & mail,Basic chemicals,,,,,126.663,2625
Domestic flows,Hawaii,Hawaii,Truck,Basic chemicals,,,,,30959.53,94386068
Domestic flows,Hawaii,Hawaii,Water,Basic chemicals,,,,,11.088,530051
Domestic flows,Hawaii,Hawaii,Air (include truck-air),Basic chemicals,,,,,0.108,257
Domestic flows,Hawaii,Hawaii,Multiple modes & mail,Basic chemicals,,,,,8088.501,8792731
Domestic flows,Hawaii,Hawaii,Multiple modes & mail,Basic chemicals,,,,,493.021,2949010
Domestic flows,Hawaii,Minnesota,Multiple modes & mail,Basic chemicals,,,,,0.049,19069
Domestic flows,Idaho,Hawaii,Multiple modes & mail,Basic chemicals,,,,,0.132,179
Domestic flows,Illinois,Hawaii,Multiple modes & mail,Basic chemicals,,,,,34.925,8905257
Domestic flows,Indiana,Hawaii,Multiple modes & mail,Basic chemicals,,,,,0.397,965
Domestic flows,Maryland,Hawaii,Air (include truck-air),Basic chemicals,,,,,0.049,1146
Domestic flows,Maryland,Hawaii,Multiple modes & mail,Basic chemicals,,,,,0.049,862
Domestic flows,Massachusetts,Hawaii,Air (include truck-air),Basic chemicals,,,,,0.366,337
Domestic flows,Massachusetts,Hawaii,Multiple modes & mail,Basic chemicals,,,,,2.981,622546
Domestic flows,Michigan,Hawaii,Multiple modes & mail,Basic chemicals,,,,,22.72,4139355
Domestic flows,Minnesota,Hawaii,Multiple modes & mail,Basic chemicals,,,,,0.049,17080
Domestic flows,Missouri,Hawaii,Air (include truck-air),Basic chemicals,,,,,135.395,8516075
Domestic flows,New Jersey,Hawaii,Multiple modes & mail,Basic chemicals,,,,,0.076,10029
Domestic flows,New York,Hawaii,Multiple modes & mail,Basic chemicals,,,,,8.374,3224167
Domestic flows,Oregon,Hawaii,Multiple modes & mail,Basic chemicals,,,,,28.577,4290
Domestic flows,Tennessee,Hawaii,Multiple modes & mail,Basic chemicals,,,,,910.986,1257363
Domestic flows,Vermont,Hawaii,Multiple modes & mail,Basic chemicals,,,,,0.12,313
Domestic flows,Washington,Hawaii,Water,Basic chemicals,,,,,13973.323,1385752
Domestic flows,Washington,Hawaii,Multiple modes & mail,Basic chemicals,,,,,32.569,5566019
Domestic flows,Arizona,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,50.676,11134211
Domestic flows,Arizona,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,15.011,4818532
Domestic flows,Arkansas,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,0.251,841
Domestic flows,California,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,10902.433,2786795198
Domestic flows,California,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,21612.397,320804685
Domestic flows,Colorado,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,85.849,17706810
Domestic flows,Colorado,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,717.189,23782217
Domestic flows,Connecticut,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,0.095,15694
Domestic flows,Delaware,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,0.259,1384036
Domestic flows,Florida,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,0.064,730
Domestic flows,Florida,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,16.37,12720806
Domestic flows,Georgia,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,1.752,4585360
Domestic flows,Georgia,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,448.813,164306
Domestic flows,Hawaii,California,Air (include truck-air),Pharmaceuticals,,,,,0.064,7428
Domestic flows,Hawaii,California,Multiple modes & mail,Pharmaceuticals,,,,,106.495,42206
Domestic flows,Hawaii,Hawaii,Truck,Pharmaceuticals,,,,,85466.67,1255667296
Domestic flows,Hawaii,Hawaii,Water,Pharmaceuticals,,,,,2542.028,32279223
Domestic flows,Hawaii,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,7700.716,272745121
Domestic flows,Hawaii,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,1353.833,955697112
Domestic flows,Hawaii,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,424.659,467167719
Domestic flows,Hawaii,New York,Air (include truck-air),Pharmaceuticals,,,,,0.064,10869
Domestic flows,Hawaii,South Dakota,Air (include truck-air),Pharmaceuticals,,,,,0.174,1450034
Domestic flows,Illinois,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,2.044,1493431
Domestic flows,Illinois,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,224.712,176143074
Domestic flows,Indiana,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,56.925,63224974
Domestic flows,Kansas,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,0.131,297
Domestic flows,Kentucky,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,0.064,154
Domestic flows,Louisiana,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,0.064,799
Domestic flows,Louisiana,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,0.287,1518981
Domestic flows,Maryland,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,1.221,6395997
Domestic flows,Massachusetts,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,0.064,154
Domestic flows,Massachusetts,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,172.751,145860162
Domestic flows,Michigan,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,21.985,400565
Domestic flows,Michigan,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,0.915,2046581
Domestic flows,Minnesota,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,0.136,562
Domestic flows,Mississippi,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,2.101,1497090
Domestic flows,Missouri,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,8944.746,151595710
Domestic flows,Missouri,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,7.763,6076406
Domestic flows,Nebraska,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,0.064,260
Domestic flows,Nevada,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,0.144,19829
Domestic flows,New Hampshire,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,0.307,2254289
Domestic flows,New Jersey,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,150.95,231012139
Domestic flows,New Jersey,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,55.794,43479084
Domestic flows,New Mexico,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,0.064,64045
Domestic flows,New York,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,0.243,16889
Domestic flows,New York,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,12.421,4660507
Domestic flows,North Carolina,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,118.622,1029257
Domestic flows,North Carolina,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,4.399,15665323
Domestic flows,Ohio,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,0.296,231
Domestic flows,Ohio,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,978.846,3670026
Domestic flows,Oklahoma,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,0.109,391726
Domestic flows,Oregon,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,197.009,12051688
Domestic flows,Pennsylvania,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,10.987,28954734
Domestic flows,Pennsylvania,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,158.628,158032944
Domestic flows,South Carolina,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,1,4791941
Domestic flows,Tennessee,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,10.868,82545617
Domestic flows,Tennessee,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,0.066,310
Domestic flows,Texas,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,2049.82,18856699
Domestic flows,Texas,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,0.307,421339
Domestic flows,Utah,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,2.291,4985401
Domestic flows,Virginia,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,0.224,831092
Domestic flows,Washington,Hawaii,Air (include truck-air),Pharmaceuticals,,,,,44.54,16851047
Domestic flows,Washington,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,11.963,9138484
Domestic flows,Wisconsin,Hawaii,Multiple modes & mail,Pharmaceuticals,,,,,0.52,3005164
Domestic flows,California,Hawaii,Multiple modes & mail,Fertilizers,,,,,11122.567,16189756
Domestic flows,Hawaii,Hawaii,Truck,Fertilizers,,,,,625275.182,82461332
Domestic flows,Hawaii,Hawaii,Air (include truck-air),Fertilizers,,,,,0.082,210
Domestic flows,Indiana,Hawaii,Multiple modes & mail,Fertilizers,,,,,887.553,128490
Domestic flows,Michigan,Hawaii,Multiple modes & mail,Fertilizers,,,,,50.296,451280
Domestic flows,South Carolina,Hawaii,Air (include truck-air),Fertilizers,,,,,0.061,168
Domestic flows,Alaska,Hawaii,Air (include truck-air),Chemical prods.,,,,,0.1,251
Domestic flows,Arizona,Hawaii,Multiple modes & mail,Chemical prods.,,,,,590.262,531854
Domestic flows,California,Hawaii,Air (include truck-air),Chemical prods.,,,,,2920.828,38398744
Domestic flows,California,Hawaii,Multiple modes & mail,Chemical prods.,,,,,36041.007,478169010
Domestic flows,Colorado,Hawaii,Air (include truck-air),Chemical prods.,,,,,0.046,655
Domestic flows,Colorado,Hawaii,Multiple modes & mail,Chemical prods.,,,,,402.532,1554381
Domestic flows,Connecticut,Hawaii,Air (include truck-air),Chemical prods.,,,,,38.918,5270
Domestic flows,Delaware,Hawaii,Air (include truck-air),Chemical prods.,,,,,0.134,106668
Domestic flows,Florida,Hawaii,Multiple modes & mail,Chemical prods.,,,,,0.046,3198
Domestic flows,Georgia,Hawaii,Multiple modes & mail,Chemical prods.,,,,,2.066,348
Domestic flows,Hawaii,Alabama,Multiple modes & mail,Chemical prods.,,,,,0.132,478
Domestic flows,Hawaii,Alaska,Air (include truck-air),Chemical prods.,,,,,0.046,585
Domestic flows,Hawaii,Alaska,Multiple modes & mail,Chemical prods.,,,,,0.178,84134
Domestic flows,Hawaii,Arizona,Air (include truck-air),Chemical prods.,,,,,171.564,1196618
Domestic flows,Hawaii,Arizona,Multiple modes & mail,Chemical prods.,,,,,0.827,229741
Domestic flows,Hawaii,California,Air (include truck-air),Chemical prods.,,,,,0.314,2453
